SuperWEB2(tm)

"Household"
"Intermediate Zone (2022) by Household composition - 10 groups, collapsed and Household size - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household composition - 10 groups, collapsed","One person household: Aged 66 and over",,,,,"One person household: Aged under 66",,,,,"One family household: All aged 66 and over",,,,,"One family household: Couple family: No children",,,,,"One family household: Couple family: With dependent children",,,,,"One family household: Couple family: All children non-dependent",,,,,"One family household: Lone parent: With dependent children",,,,,"One family household: Lone parent: All children non-dependent",,,,,"Other household types: With dependent children",,,,,"Other household types: Other (including all full-time students and all aged 66 and over)",,,,,"Total",,,,,
"Household size - 5 groups, collapsed","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people","One person","Two people","Three people","Four people","Five or more people",
"Intermediate Zone (2022)",
"Hawick - North",313,0,0,0,0,433,0,0,0,0,0,178,0,0,0,0,297,0,0,0,0,0,90,94,46,0,0,79,23,1,0,37,36,8,1,0,49,6,0,0,0,2,3,2,6,0,7,7,2,0,746,570,221,129,54,
"Ettrick Yarrow and Lilliesleaf Area",200,0,0,0,0,155,0,0,0,0,0,226,0,0,0,0,345,0,0,0,0,0,64,98,35,0,0,52,12,2,0,13,11,6,0,0,21,1,0,0,0,0,3,3,7,0,10,8,9,3,359,617,139,130,46,
"Selkirk",508,0,0,0,0,638,0,0,0,0,0,339,0,0,0,0,494,0,0,0,0,0,130,158,66,0,0,95,31,4,0,63,64,28,5,0,81,13,1,1,0,0,6,4,12,0,18,10,3,0,1144,997,317,225,88,
"Shetland South",259,0,0,0,0,295,0,0,0,0,0,172,0,0,0,0,351,0,0,0,0,0,90,166,95,0,0,93,39,2,0,31,26,12,5,0,41,5,0,1,0,0,2,3,19,0,10,8,3,5,554,603,219,222,126,
"Lerwick South",133,0,0,0,0,187,0,0,0,0,0,118,0,0,0,0,122,0,0,0,0,0,58,62,57,0,0,47,12,3,0,37,27,10,2,0,45,3,0,0,0,0,0,7,10,0,8,4,6,0,319,328,142,98,68,
"Lerwick North",405,0,0,0,0,831,0,0,0,0,0,191,0,0,0,0,401,0,0,0,0,0,117,110,52,0,0,79,17,7,0,72,52,12,7,0,92,6,0,0,0,0,7,9,6,0,40,7,6,0,1238,796,272,154,72,
"Central Shetland",218,0,0,0,0,401,0,0,0,0,0,174,0,0,0,0,340,0,0,0,0,0,115,169,100,0,0,73,23,7,0,33,42,16,1,0,63,9,1,0,0,0,3,1,10,0,14,5,6,2,619,625,248,218,122,
"East and West Mainland",172,0,0,0,0,197,0,0,0,0,0,105,0,0,0,0,201,0,0,0,0,0,56,110,78,0,0,52,18,2,0,14,9,10,2,0,26,5,2,0,0,1,3,2,14,0,6,4,2,1,369,353,130,145,99,
"North Mainland",152,0,0,0,0,291,0,0,0,0,0,96,0,0,0,0,211,0,0,0,0,0,62,100,63,0,0,70,18,0,0,36,25,7,2,0,45,0,2,0,0,0,0,5,7,0,7,2,3,1,443,395,158,133,73,
"North and East Isles",240,0,0,0,0,220,0,0,0,0,0,165,0,0,0,0,225,0,0,0,0,0,45,81,71,0,0,59,15,2,0,21,15,5,0,0,21,6,1,0,0,0,4,6,6,0,13,12,4,2,460,445,136,110,79,
"Carrick South",369,0,0,0,0,356,0,0,0,0,0,348,0,0,0,0,521,0,0,0,0,0,95,144,66,0,0,141,50,3,0,31,31,16,4,0,93,12,1,0,0,0,5,6,33,0,22,26,9,7,726,1013,310,226,109,
"Girvan Glendoune",289,0,0,0,0,396,0,0,0,0,0,157,0,0,0,0,254,0,0,0,0,0,92,125,72,0,0,73,16,0,0,49,57,19,9,0,82,9,0,0,0,7,6,7,6,0,14,4,2,2,685,565,237,169,89,
"Girvan Ailsa",337,0,0,0,0,282,0,0,0,0,0,185,0,0,0,0,227,0,0,0,0,0,43,67,25,0,0,62,20,0,0,23,12,6,0,0,41,6,1,0,0,0,2,7,9,0,16,16,2,1,619,492,141,103,35,
"Maybole",319,0,0,0,0,436,0,0,0,0,0,213,0,0,0,0,347,0,0,0,0,0,116,138,55,0,0,112,37,4,0,61,56,14,10,0,73,11,0,0,0,4,6,5,12,0,13,6,10,7,754,712,307,203,86,
"Carrick North",150,0,0,0,0,147,0,0,0,0,0,154,0,0,0,0,247,0,0,0,0,0,51,85,20,0,0,61,25,7,0,15,20,5,1,0,37,5,0,0,0,0,3,5,9,0,9,1,2,2,297,462,140,122,38,
"Coylton",220,0,0,0,0,233,0,0,0,0,0,180,0,0,0,0,315,0,0,0,0,0,117,141,38,0,0,87,36,2,0,35,41,11,2,0,45,8,4,0,0,1,2,10,29,0,7,14,5,2,453,580,266,205,74,
"Doonfoot and Seafield",372,0,0,0,0,204,0,0,0,0,0,401,0,0,0,0,398,0,0,0,0,0,110,168,53,0,0,95,37,2,0,39,33,8,2,0,54,6,0,0,0,1,3,6,6,0,7,6,2,3,576,900,249,216,62,
"Alloway",407,0,0,0,0,153,0,0,0,0,0,535,0,0,0,0,389,0,0,0,0,0,145,257,107,0,0,116,45,4,0,18,19,9,1,0,47,8,0,0,0,0,5,9,16,0,13,13,10,2,560,1002,306,330,130,
"Castlehill and Kincaidston",198,0,0,0,0,197,0,0,0,0,0,168,0,0,0,0,206,0,0,0,0,0,81,101,50,0,0,72,29,3,0,33,40,15,8,0,68,13,1,0,0,6,5,4,8,0,13,10,3,0,396,494,224,155,70,
"Belmont",299,0,0,0,0,396,0,0,0,0,0,168,0,0,0,0,301,0,0,0,0,0,100,123,41,0,0,79,28,5,0,53,46,11,5,0,68,12,0,0,0,0,5,14,5,0,20,13,2,4,696,614,257,178,59,
"Holmston and Forehill",488,0,0,0,0,330,0,0,0,0,0,332,0,0,0,0,431,0,0,0,0,0,141,218,60,0,0,155,42,6,0,75,74,22,6,0,96,20,0,0,0,0,15,11,13,0,8,14,14,5,822,942,419,307,90,
"Ayr South Harbour and Town Centre",695,0,0,0,0,746,0,0,0,0,0,401,0,0,0,0,453,0,0,0,0,0,111,136,60,0,0,111,33,7,0,49,18,9,2,0,86,6,1,0,0,0,3,8,13,0,38,16,6,6,1442,1028,264,190,89,
"Ayr North Harbour, Wallacetown and Newton South",435,0,0,0,0,1103,0,0,0,0,0,112,0,0,0,0,319,0,0,0,0,0,73,57,36,0,0,62,19,1,0,86,60,23,5,0,73,6,0,0,0,2,9,2,5,0,46,14,6,5,1541,631,227,110,50,
"Craigie",163,0,0,0,0,260,0,0,0,0,0,78,0,0,0,0,177,0,0,0,0,0,52,84,23,0,0,57,14,0,0,35,23,9,2,0,55,7,0,0,0,2,8,4,3,0,4,9,1,2,424,347,155,108,33,
"Dalmilling",136,0,0,0,0,262,0,0,0,0,0,71,0,0,0,0,161,0,0,0,0,0,60,73,37,0,0,75,24,1,0,43,71,39,7,0,68,7,3,0,0,3,9,17,21,0,11,11,11,5,398,356,233,162,71,
"Lochside, Braehead and Whitletts",246,0,0,0,0,554,0,0,0,0,0,103,0,0,0,0,237,0,0,0,0,0,80,104,64,0,0,88,30,3,0,99,91,24,17,0,124,19,2,0,0,6,11,6,8,0,31,13,6,4,800,600,302,171,96,
"Newton North",358,0,0,0,0,422,0,0,0,0,0,184,0,0,0,0,322,0,0,0,0,0,108,148,34,0,0,86,22,1,0,60,27,7,2,0,78,5,0,0,0,2,4,5,11,0,19,6,2,0,779,661,236,180,49,
"Heathfield",282,0,0,0,0,400,0,0,0,0,0,156,0,0,0,0,284,0,0,0,0,0,101,153,31,0,0,87,20,4,0,67,47,11,2,0,52,8,2,0,0,2,2,7,11,0,7,6,6,2,682,568,252,202,48,
"Prestwick West",499,0,0,0,0,396,0,0,0,0,0,339,0,0,0,0,451,0,0,0,0,0,120,184,44,0,0,126,33,4,0,26,25,9,3,0,54,11,2,0,0,1,3,6,7,0,14,10,5,2,895,885,295,239,58,
"Prestwick East",502,0,0,0,0,386,0,0,0,0,0,347,0,0,0,0,460,0,0,0,0,0,112,193,68,0,0,139,38,8,0,34,40,9,4,0,93,20,0,0,0,1,3,10,20,0,17,8,9,2,888,948,324,266,98,
"Prestwick Airport and Monkton",322,0,0,0,0,271,0,0,0,0,0,218,0,0,0,0,338,0,0,0,0,0,106,165,37,0,0,93,35,5,0,32,34,4,3,0,34,6,2,0,0,0,7,6,3,0,11,9,5,1,597,629,255,216,45,
"Annbank, Mossblown and Tarbolton",358,0,0,0,0,507,0,0,0,0,0,231,0,0,0,0,462,0,0,0,0,0,118,209,94,0,0,158,38,10,0,86,78,28,4,0,112,6,1,0,0,4,7,23,26,0,13,14,9,6,865,910,381,308,140,
"Dundonald, Loans and Symington",301,0,0,0,0,288,0,0,0,0,0,268,0,0,0,0,416,0,0,0,0,0,122,182,87,0,0,109,36,3,0,47,46,12,4,0,81,13,0,0,0,0,0,14,13,0,16,13,7,2,586,830,303,251,109,
"Muirhead",209,0,0,0,0,160,0,0,0,0,0,192,0,0,0,0,206,0,0,0,0,0,71,115,41,0,0,77,32,2,0,37,34,13,5,0,48,4,0,0,0,0,1,4,7,0,7,7,1,1,369,489,190,162,59,
"Barassie Bank",135,0,0,0,0,166,0,0,0,0,0,174,0,0,0,0,315,0,0,0,0,0,114,200,52,0,0,78,21,8,0,31,31,6,1,0,37,5,1,0,0,0,3,2,9,0,7,3,1,0,305,565,234,230,66,
"Barassie",509,0,0,0,0,537,0,0,0,0,0,266,0,0,0,0,334,0,0,0,0,0,68,127,36,0,0,91,24,3,0,78,41,9,7,0,79,7,0,0,0,0,12,2,3,0,12,8,9,0,1046,769,231,174,53,
"Troon",563,0,0,0,0,467,0,0,0,0,0,422,0,0,0,0,395,0,0,0,0,0,73,162,56,0,0,108,25,3,0,35,33,5,0,0,71,4,0,0,0,0,2,9,12,0,17,5,11,0,1030,940,222,210,72,
"Clydesdale South",141,0,0,0,0,202,0,0,0,0,0,126,0,0,0,0,295,0,0,0,0,0,63,63,34,0,0,61,22,1,0,17,19,1,1,0,33,9,1,0,0,0,4,5,13,0,10,3,8,5,343,478,162,104,53,
"Biggar, Symington, Thankerton and Dolphinton",451,0,0,0,0,404,0,0,0,0,0,338,0,0,0,0,628,0,0,0,0,0,168,212,87,0,0,135,31,5,0,48,44,14,9,0,74,13,0,0,0,1,6,6,17,0,19,13,6,4,855,1110,379,271,119,
"Carstairs, Carstairs Junction and Carnwath",276,0,0,0,0,419,0,0,0,0,0,181,0,0,0,0,424,0,0,0,0,0,131,185,79,0,0,130,38,4,0,57,40,16,3,0,71,18,5,0,0,4,4,9,15,0,13,9,7,2,695,749,329,258,103,
"Forth, Braehead and Auchengray",255,0,0,0,0,265,0,0,0,0,0,151,0,0,0,0,314,0,0,0,0,0,97,107,60,0,0,113,38,6,0,36,39,7,4,0,59,8,0,2,0,4,6,4,10,0,11,14,6,5,520,575,275,162,83,
"Law",209,0,0,0,0,241,0,0,0,0,0,158,0,0,0,0,334,0,0,0,0,0,99,157,43,0,0,94,35,5,0,25,36,12,3,0,53,16,1,0,0,3,2,4,15,0,10,15,4,1,450,581,259,214,63,
"Carluke West",201,0,0,0,0,219,0,0,0,0,0,189,0,0,0,0,283,0,0,0,0,0,88,131,34,0,0,82,35,3,0,25,12,3,0,0,31,10,1,0,0,2,2,3,1,0,10,6,2,0,419,540,200,176,42,
"Carluke North",239,0,0,0,0,292,0,0,0,0,0,123,0,0,0,0,146,0,0,0,0,0,53,73,22,0,0,58,19,3,0,29,32,10,2,0,46,6,0,0,0,2,5,5,2,0,7,10,3,0,531,353,165,110,35,
"Carluke East",228,0,0,0,0,365,0,0,0,0,0,145,0,0,0,0,316,0,0,0,0,0,119,186,52,0,0,99,34,3,0,61,52,9,2,0,78,13,1,0,0,0,5,7,9,0,7,12,3,1,590,613,299,248,71,
"Carluke South",263,0,0,0,0,260,0,0,0,0,0,196,0,0,0,0,267,0,0,0,0,0,82,125,45,0,0,79,28,0,0,54,28,7,1,0,70,12,0,0,0,0,5,6,12,0,16,6,5,3,523,603,213,175,61,
"Crossford, Braidwood and Yieldshields",148,0,0,0,0,182,0,0,0,0,0,160,0,0,0,0,277,0,0,0,0,0,100,154,46,0,0,79,34,3,0,27,24,8,2,0,38,8,1,0,0,1,7,6,7,0,9,3,7,1,329,512,224,210,59,
"Lanark North West",268,0,0,0,0,222,0,0,0,0,0,191,0,0,0,0,210,0,0,0,0,0,63,82,37,0,0,59,20,1,0,19,18,3,6,0,29,7,1,0,0,0,0,1,6,0,8,4,3,1,493,457,152,115,50,
"Lanark North East",186,0,0,0,0,282,0,0,0,0,0,105,0,0,0,0,183,0,0,0,0,0,56,77,24,0,0,50,15,0,0,36,21,13,6,0,49,12,1,0,0,5,6,0,0,0,10,5,1,1,472,382,156,109,31,
"Lanark South",298,0,0,0,0,372,0,0,0,0,0,156,1,0,0,0,340,0,0,0,0,0,84,153,44,0,0,88,27,5,0,59,28,15,4,0,70,6,0,0,0,1,3,7,11,0,19,6,6,0,670,645,216,209,67,
"Hazelbank and Kirkfieldbank",202,0,0,0,0,277,0,0,0,0,0,229,0,0,0,0,385,0,0,0,0,0,89,128,62,0,0,109,33,6,0,35,26,6,2,0,67,9,1,0,0,1,2,5,16,0,17,15,3,6,475,732,248,177,89,
"Douglas, Coalburn and Rigside",344,0,0,0,0,379,0,0,0,0,0,207,0,0,0,0,308,0,0,0,0,0,90,124,55,0,0,104,43,3,0,56,56,13,7,0,100,18,4,0,0,4,10,5,21,0,34,12,5,1,723,703,294,192,87,
"Lesmahagow",270,0,0,0,0,338,0,0,0,0,0,142,0,0,0,0,266,0,0,0,0,0,80,139,60,0,0,86,38,1,0,44,47,18,9,0,60,12,0,0,0,1,7,2,8,0,21,4,4,5,608,534,237,200,82,
"Kirkmuirhill and Blackwood",239,0,0,0,0,323,0,0,0,0,0,205,0,0,0,0,333,0,0,0,0,0,131,167,71,0,0,116,51,2,0,42,53,17,4,0,59,6,1,0,0,3,4,7,13,0,20,10,5,1,563,659,320,245,92,
"Ashgill, Netherburn, Quarter and Glassford",260,0,0,0,0,347,0,0,0,0,0,201,0,0,0,0,450,0,0,0,0,0,147,223,98,0,0,144,55,4,0,50,51,13,6,0,70,15,1,0,0,6,4,12,27,0,14,21,8,4,607,791,390,311,137,
"Merryton and Meadowhill",243,0,0,0,0,215,0,0,0,0,0,137,0,0,0,0,277,0,0,0,0,0,76,125,36,0,0,85,37,0,0,51,23,6,1,0,61,16,2,4,0,0,2,5,2,0,8,5,6,0,461,538,200,178,43,
"Larkhall Central, Raploch, Millheugh and Burnhead",346,0,0,0,0,368,0,0,0,0,0,207,2,0,0,0,321,0,0,0,0,0,108,113,25,0,0,131,29,5,0,59,32,6,7,0,66,7,0,0,0,0,6,9,12,0,13,14,2,4,714,667,299,161,50,
"Hareleeshill",297,0,0,0,0,325,0,0,0,0,0,205,0,0,0,0,280,0,0,0,0,0,91,113,47,0,0,110,29,3,0,76,61,17,10,0,92,14,4,0,0,2,4,6,12,0,14,14,6,3,622,669,299,173,74,
"Strutherhill and Birkenshaw",228,0,0,0,0,373,0,0,0,0,0,113,0,0,0,0,191,0,0,0,0,0,71,106,54,0,0,102,39,2,0,98,59,30,11,0,89,20,3,0,0,8,6,12,19,0,12,12,3,2,599,513,277,193,89,
"Stonehouse",350,0,0,0,0,438,0,0,0,0,0,247,0,0,0,0,485,0,0,0,0,0,166,232,101,0,0,151,45,9,0,57,45,15,9,0,97,20,3,0,0,2,9,12,17,0,21,7,6,2,788,909,400,308,133,
"Strathaven South",342,0,0,0,0,366,0,0,0,0,0,277,0,0,0,0,337,0,0,0,0,0,114,204,72,0,0,106,24,3,0,32,28,10,4,0,64,11,5,0,0,2,7,7,20,0,11,6,3,5,708,726,269,251,101,
"Strathaven North",169,0,0,0,0,120,0,0,0,0,0,174,0,0,0,0,234,0,0,0,0,0,80,182,62,0,0,75,24,2,0,29,21,9,4,0,42,8,0,0,0,0,7,1,11,0,6,8,5,0,289,486,199,218,75,
"Strathaven West, Chapelton, Drumclog and Sandford",128,0,0,0,0,128,0,0,0,0,0,170,0,0,0,0,315,0,0,0,0,0,116,231,75,0,0,81,36,9,0,11,20,7,3,0,33,10,1,0,0,0,6,12,24,0,8,10,9,5,256,534,247,296,120,
"Eddlewood",132,0,0,0,0,187,0,0,0,0,0,131,0,0,0,0,225,0,0,0,0,0,97,180,35,0,0,136,40,6,0,31,32,16,4,0,71,13,1,0,0,0,6,10,10,0,14,7,4,2,319,479,292,260,56,
"Low Waters",310,0,0,0,0,348,0,0,0,0,0,132,0,0,0,0,193,0,0,0,0,0,61,76,30,0,0,80,33,4,0,55,42,16,6,0,102,11,3,0,0,2,4,8,7,0,20,12,3,0,658,506,211,139,49,
"Silvertonhill",209,0,0,0,0,220,0,0,0,0,0,203,0,0,0,0,232,0,0,0,0,0,65,112,33,0,0,74,28,5,0,26,19,6,7,0,43,13,2,0,0,2,1,6,8,0,16,3,4,0,433,522,174,158,53,
"Hamilton Centre, Low Parks and Ferniegar",544,0,0,0,0,833,0,0,0,0,0,258,0,0,0,0,544,0,0,0,0,0,162,232,87,0,0,95,40,2,0,65,26,8,1,0,78,13,2,0,0,2,0,2,18,0,41,10,11,3,1375,989,310,297,111,
"Laighstonehall",292,0,0,0,0,649,0,0,0,0,0,124,0,0,0,0,230,0,0,0,0,0,66,116,36,0,0,81,22,3,0,67,36,6,4,0,90,14,0,0,0,2,7,4,19,0,15,7,2,0,942,530,206,150,61,
"Woodhead, Meikle Earnock and Fairhill",266,0,0,0,0,380,0,0,0,0,0,161,0,0,0,0,286,0,0,0,0,0,102,148,87,0,0,121,48,8,0,83,82,37,11,0,119,26,3,0,0,3,8,17,15,0,17,13,5,7,646,668,355,255,128,
"Torheads and Little Earnock",162,0,0,0,0,297,0,0,0,0,0,117,0,0,0,0,466,0,0,0,0,0,226,340,124,0,0,113,62,7,0,62,59,24,8,0,54,21,0,0,0,0,8,11,18,0,18,20,10,3,459,722,445,447,160,
"Earnock",230,0,0,0,0,302,0,0,0,0,0,283,0,0,0,0,491,0,0,0,0,0,213,329,100,0,0,159,54,4,0,52,33,11,12,0,55,10,0,0,0,2,7,9,21,0,6,7,10,1,531,888,429,410,136,
"Hillhouse",249,0,0,0,0,465,0,0,0,0,0,97,0,0,0,0,292,0,0,0,0,0,112,127,65,0,0,86,23,4,0,93,86,16,9,0,107,18,0,0,0,7,9,15,16,0,28,16,11,1,712,626,327,195,95,
"High Blantyre",308,0,0,0,0,425,0,0,0,0,0,156,0,0,0,0,245,0,0,0,0,0,80,89,35,0,0,102,23,1,0,62,56,8,4,0,109,13,1,1,0,4,7,7,15,0,19,15,8,0,734,597,273,139,59,
"Blantyre South and Wheatlands",280,0,0,0,0,488,0,0,0,0,0,148,0,0,0,0,256,0,0,0,0,0,84,93,42,0,0,112,32,5,0,81,77,25,9,0,132,24,1,0,0,7,8,9,14,0,18,17,1,2,768,640,325,154,72,
"Low Blantyre and Bardykes",162,0,0,0,0,177,0,0,0,0,0,171,0,0,0,0,232,0,0,0,0,0,78,121,49,0,0,96,43,5,0,22,30,4,1,0,73,15,1,0,0,2,4,0,5,0,7,6,3,1,339,507,232,177,61,
"Blantyre North and Coatshill",227,0,0,0,0,314,0,0,0,0,0,129,0,0,0,0,217,0,0,0,0,0,82,82,38,0,0,76,20,5,0,42,40,9,3,0,61,12,0,0,0,2,1,9,6,0,13,12,7,2,545,464,227,124,52,
"Burnbank North",265,0,0,0,0,552,0,0,0,0,0,123,0,0,0,0,359,0,0,0,0,0,144,139,65,0,0,106,36,4,0,72,77,19,8,0,138,18,0,1,0,9,21,8,13,0,25,12,10,1,817,730,378,211,89,
"Burnbank Central and Udston",260,0,0,0,0,731,0,0,0,0,0,114,0,0,0,0,275,0,0,0,0,0,122,104,30,0,0,78,18,3,0,123,71,12,4,0,117,10,1,0,0,3,8,20,8,0,28,14,5,6,991,660,302,156,50,
"Burnbank South and Chantinghall",303,0,0,0,0,424,0,0,0,0,0,161,0,0,0,0,279,0,0,0,0,0,83,112,43,0,0,89,20,6,0,40,33,13,4,0,67,9,2,0,0,0,7,8,15,0,13,9,8,2,725,557,222,163,68,
"Whitehill",272,0,0,0,0,517,0,0,0,0,0,111,0,0,0,0,237,0,0,0,0,0,78,103,56,0,0,67,21,6,0,79,62,26,7,0,91,7,2,0,0,2,11,4,11,0,24,13,11,3,789,547,238,167,82,
"Bothwell South",364,0,0,0,0,284,0,0,0,0,0,270,0,0,0,0,362,0,0,0,0,0,118,178,81,0,0,106,44,8,0,22,16,5,4,0,38,3,0,0,0,0,2,7,15,0,13,7,7,2,648,705,252,242,107,
"Bothwell North",175,0,0,0,0,217,0,0,0,0,0,120,0,0,0,0,210,0,0,0,0,0,96,128,52,0,0,80,23,4,0,35,30,10,3,0,55,10,3,0,0,1,9,1,5,0,11,6,7,0,390,434,227,172,61,
"Uddingston and Kylepark",445,0,0,0,0,656,0,0,0,0,0,257,0,0,0,0,446,0,0,0,0,0,169,249,73,0,0,135,44,9,0,57,45,6,4,0,83,16,2,0,0,3,6,2,10,0,27,11,4,5,1101,871,378,312,101,
"Newton",17,0,0,0,0,103,0,0,0,0,0,15,0,0,0,0,288,0,0,0,0,0,263,342,94,0,0,23,8,4,0,16,27,4,0,0,6,1,0,0,0,0,3,4,17,0,8,2,2,3,116,333,319,369,120,
"Halfway, Hallside and Drumsagard",146,0,0,0,0,309,0,0,0,0,0,129,0,0,0,0,364,0,0,0,0,0,206,274,102,0,0,141,78,8,0,49,54,15,7,0,59,22,2,0,0,5,7,13,19,0,17,8,8,7,454,625,435,390,143,
"Westburn",179,0,0,0,0,543,0,0,0,0,0,105,0,0,0,0,377,0,0,0,0,0,178,303,128,0,0,134,57,12,0,89,91,24,10,0,104,31,3,0,0,3,8,12,31,0,14,16,10,7,722,691,457,411,188,
"Vicarland and Cairns",295,0,0,0,0,445,0,0,0,0,0,158,0,0,0,0,281,0,0,0,0,0,106,123,83,0,0,111,38,4,0,63,63,32,9,0,106,16,1,0,0,1,13,9,14,0,20,13,8,6,736,626,321,212,120,
"Whitlawburn and Greenlees",212,0,0,0,0,496,0,0,0,0,0,171,0,0,0,0,342,0,0,0,0,0,123,215,56,0,0,125,29,10,0,93,57,30,3,0,84,12,2,4,0,2,6,8,24,0,11,8,3,1,711,703,331,288,97,
"Cambuslang Central",315,0,0,0,0,285,0,0,0,0,0,187,0,0,0,0,274,0,0,0,0,0,92,146,63,0,0,92,40,3,0,28,10,6,1,0,67,7,0,0,0,0,2,4,12,0,21,3,3,2,600,578,205,193,81,
"Burgh, Eastfield and Silverbank",380,0,0,0,0,457,0,0,0,0,0,261,0,0,0,0,526,0,0,0,0,0,153,210,72,0,0,154,43,10,0,65,38,3,4,0,108,13,1,0,0,4,3,8,27,0,16,21,7,2,837,982,386,280,115,
"Farme Cross and Gallowflat North",361,0,0,0,0,739,0,0,0,0,0,97,0,0,0,0,358,0,0,0,0,0,106,85,38,0,0,65,14,0,0,81,36,5,1,0,83,10,2,0,0,1,1,7,8,0,29,17,2,4,1100,646,236,116,54,
"Shawfield and Clincarthill",284,0,0,0,0,620,0,0,0,0,0,111,0,0,0,0,235,0,0,0,0,0,59,86,22,0,0,48,16,2,0,41,29,9,3,0,76,3,0,0,0,1,4,4,9,0,34,9,3,0,904,497,153,113,36,
"Burnhill and Bankhead North",367,0,0,0,0,612,0,0,0,0,0,130,0,0,0,0,251,0,0,0,0,0,66,85,35,0,0,66,13,4,0,66,60,13,6,0,115,16,1,0,0,2,9,8,10,0,28,16,4,0,975,592,233,122,56,
"Bankhead South",245,0,0,0,0,290,0,0,0,0,0,152,0,0,0,0,254,0,0,0,0,0,73,95,29,0,0,87,27,1,0,33,42,10,4,0,75,19,0,0,0,2,6,7,8,0,19,8,5,0,535,538,230,145,42,
"Spittal",208,0,0,0,0,266,0,0,0,0,0,77,0,0,0,0,182,0,0,0,0,0,70,98,32,0,0,69,19,7,0,43,55,15,10,0,92,25,0,0,0,0,7,17,10,0,22,18,8,0,474,416,248,157,56,
"High Crosshill",283,0,0,0,0,225,0,0,0,0,0,226,0,0,0,0,321,0,0,0,0,0,121,164,45,0,0,112,30,8,0,28,19,3,0,0,51,4,3,0,0,0,1,7,11,0,13,7,7,4,509,639,265,212,69,
"Burnside and Springhall",395,0,0,0,0,468,0,0,0,0,0,208,0,0,0,0,302,0,0,0,0,0,117,147,42,0,0,99,17,1,0,64,35,9,2,0,71,11,1,0,0,3,8,10,12,0,19,4,3,2,863,668,277,187,59,
"Fernhill and Cathkin",261,0,0,0,0,436,0,0,0,0,0,122,0,0,0,0,274,0,0,0,0,0,124,141,72,0,0,95,45,2,0,102,66,42,8,0,129,25,0,0,0,6,7,15,17,0,16,7,9,2,696,656,322,249,100,
"Lindsayfield West, Lindsayfield South and Auldhouse",140,0,0,0,0,321,0,0,0,0,0,91,0,0,0,0,338,0,0,0,0,0,192,327,113,0,0,74,37,5,0,32,25,11,3,0,42,4,0,0,0,1,2,5,11,0,6,4,6,3,461,506,308,382,132,
"Nerston",128,0,0,0,0,375,0,0,0,0,0,84,0,0,0,0,469,0,0,0,0,0,227,283,95,0,0,81,42,1,0,61,58,16,4,0,55,11,0,0,0,2,4,12,16,0,14,7,8,7,503,683,388,359,123,
"Calderwood East",199,0,0,0,0,500,0,0,0,0,0,108,0,0,0,0,255,0,0,0,0,0,84,117,49,0,0,83,31,5,0,61,53,21,6,0,68,11,0,0,0,2,5,8,6,0,12,9,4,2,697,506,246,181,67,
"Calderwood Central",389,0,0,0,0,691,0,0,0,0,0,128,0,0,0,0,305,0,0,0,0,0,92,82,30,0,0,76,31,4,0,55,50,7,2,0,102,9,2,0,0,2,7,5,8,0,15,7,3,0,1083,605,237,130,48,
"Calderwood West",314,0,0,0,0,496,0,0,0,0,0,137,0,0,0,0,322,0,0,0,0,0,88,157,58,0,0,83,43,1,0,67,50,18,4,0,84,18,2,0,0,7,6,5,6,0,21,10,5,5,810,638,256,230,74,
"St Leonards North",368,0,0,0,0,479,0,0,0,0,0,221,0,0,0,0,325,0,0,0,0,0,118,173,68,0,0,139,54,6,0,40,40,16,0,0,70,11,0,0,0,0,0,5,5,0,23,15,9,0,847,682,321,257,82,
"St Leonards South",323,0,0,0,0,446,0,0,0,0,0,230,0,0,0,0,350,0,0,0,0,0,113,161,66,0,0,129,45,4,0,58,52,24,4,0,70,17,2,0,0,1,1,10,8,0,13,8,4,0,769,719,317,243,82,
"East Mains",330,0,0,0,0,383,0,0,0,0,0,143,0,0,0,0,237,0,0,0,0,0,76,84,36,0,0,82,27,2,0,36,19,6,4,0,49,9,0,0,0,4,0,3,10,0,22,4,4,5,709,495,192,124,57,
"West Mains",235,0,0,0,0,351,0,0,0,0,0,106,0,0,0,0,237,0,0,0,0,0,67,122,28,0,0,74,18,7,0,41,30,10,2,0,50,17,2,0,0,1,8,3,6,0,12,2,6,4,586,448,195,158,49,
"Stewartfield East",149,0,0,0,0,88,0,0,0,0,0,140,0,0,0,0,244,0,0,0,0,0,67,107,42,0,0,102,36,6,0,11,8,7,2,0,31,5,1,0,0,0,2,3,6,0,5,7,2,4,240,431,191,155,54,
"Stewartfield West",174,0,0,0,0,265,0,0,0,0,0,196,0,0,0,0,335,0,0,0,0,0,117,175,46,0,0,128,64,4,0,26,27,10,0,0,54,10,1,0,0,1,4,6,8,0,4,5,4,2,438,617,295,257,60,
