SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household tenure - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household tenure - 5 groups, collapsed","Owned: Owned outright","Owned: Owns with a mortgage or loan or shared ownership","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord","Private rented","Living rent free","Total",
"Data Zone (2022)",
"S01019324",122,163,6,18,5,312,
"S01019325",51,241,36,8,2,340,
"S01019326",39,267,0,9,0,315,
"S01019327",34,257,5,3,0,299,
"S01019328",52,231,2,6,3,294,
"S01019329",26,215,3,9,0,254,
"S01019330",26,257,6,5,0,292,
"S01019331",212,152,5,6,2,380,
"S01019332",109,97,92,71,7,376,
"S01019333",93,151,2,30,5,281,
"S01019334",52,124,35,34,2,249,
"S01019335",38,202,0,1,1,238,
"S01019336",133,129,3,4,1,273,
"S01019337",126,81,3,28,7,241,
"S01019338",183,111,60,15,3,372,
"S01019339",158,111,61,49,4,382,
"S01019340",212,132,55,37,10,446,
"S01019341",235,113,5,27,2,385,
"S01019342",66,118,44,7,0,234,
"S01019343",58,89,104,20,2,280,
"S01019344",64,40,228,21,5,357,
"S01019345",156,127,140,28,6,453,
"S01019346",105,108,30,8,2,253,
"S01019347",147,118,78,34,7,384,
"S01019348",55,134,24,10,1,228,
"S01019349",86,113,57,19,5,280,
"S01019350",87,98,151,30,7,373,
"S01019351",107,93,211,47,5,461,
"S01019352",119,130,247,149,8,653,
"S01019353",93,70,180,52,4,400,
"S01019354",93,80,190,62,6,436,
"S01019355",86,69,208,52,8,423,
"S01019356",141,91,58,47,1,337,
"S01019357",139,182,76,18,2,414,
"S01019358",107,65,77,31,7,287,
"S01019359",159,125,103,56,6,449,
"S01019360",107,102,154,26,0,388,
"S01019361",46,69,150,42,1,311,
"S01019362",136,114,153,47,4,453,
"S01019363",142,105,75,22,5,349,
"S01019364",182,127,5,10,0,324,
"S01019365",162,109,18,26,4,318,
"S01019366",117,139,109,30,1,396,
"S01019367",121,131,139,32,4,423,
"S01019368",204,139,28,41,7,419,
"S01019369",86,207,4,5,0,304,
"S01019370",90,173,0,9,1,281,
"S01019371",68,129,17,20,1,233,
"S01019372",27,47,178,25,2,283,
"S01019373",13,25,217,10,3,268,
"S01019374",84,121,148,43,6,404,
"S01019375",22,21,199,8,4,252,
"S01019376",16,8,186,12,0,224,
"S01019377",40,43,117,29,4,227,
"S01019378",52,53,207,71,4,387,
"S01019379",53,48,168,150,4,424,
"S01019380",57,42,121,101,0,321,
"S01019381",39,34,186,133,3,393,
"S01019382",86,67,103,51,5,316,
"S01019383",113,201,57,69,9,448,
"S01019384",112,147,3,68,4,337,
"S01019385",123,129,4,8,0,263,
"S01019386",124,140,119,72,3,458,
"S01019387",107,103,127,51,2,394,
"S01019388",102,166,69,26,4,365,
"S01019389",111,94,158,40,5,408,
"S01019390",50,61,199,25,0,336,
"S01019391",57,82,226,20,11,400,
"S01019392",71,76,138,20,5,309,
"S01019393",83,66,201,17,3,374,
"S01019394",125,90,16,8,1,244,
"S01019395",124,108,43,17,2,295,
"S01019396",132,95,156,32,7,422,
"S01019397",131,124,129,35,4,425,
"S01019398",103,127,45,7,3,286,
"S01019399",182,136,9,35,0,360,
"S01019400",221,127,3,2,1,355,
"S01019401",137,86,0,14,2,243,
"S01019402",123,78,1,17,2,219,
"S01019403",116,70,6,31,2,225,
"S01019404",167,144,3,11,2,326,
"S01019405",145,145,90,17,3,396,
"S01019406",140,147,77,32,6,398,
"S01019407",101,119,67,15,3,302,
"S01019408",84,101,51,24,0,263,
"S01019409",93,86,125,39,3,346,
"S01019410",107,94,85,26,4,314,
"S01019411",49,75,130,16,1,265,
"S01019412",177,111,8,4,3,305,
"S01019413",80,69,135,32,5,324,
"S01019414",165,162,33,68,4,431,
"S01019415",123,158,22,43,2,347,
"S01019416",257,174,27,38,4,500,
"S01019417",207,203,19,83,11,521,
"S01019418",199,113,5,16,7,338,
"S01019419",124,72,295,65,9,565,
"S01019420",84,94,235,180,16,609,
"S01019421",145,92,151,120,12,524,
"S01019422",65,77,177,69,5,394,
"S01019423",161,96,97,57,9,418,
"S01019424",205,145,100,51,4,503,
"S01019425",187,126,7,46,3,368,
"S01019426",92,91,49,28,5,259,
"S01019427",100,146,51,12,0,310,
"S01019428",92,193,3,9,1,298,
"S01019429",78,187,11,8,2,285,
"S01019430",105,111,3,3,1,227,
"S01019431",188,101,2,3,2,296,
"S01019432",116,220,78,28,2,445,
"S01019433",127,109,186,23,8,453,
"S01019434",110,114,71,19,5,319,
"S01019435",96,84,33,40,3,255,
"S01019436",106,84,17,40,4,249,
"S01019437",71,79,266,106,10,528,
"S01019438",113,165,19,92,3,396,
"S01019439",56,61,58,163,8,342,
"S01019440",108,85,93,118,9,415,
"S01019441",29,90,59,129,7,317,
"S01019442",86,113,118,110,10,437,
"S01019443",174,129,265,114,9,691,
"S01019444",130,129,173,206,3,643,
"S01019445",121,85,75,197,7,479,
"S01019446",76,127,47,85,4,335,
"S01019447",249,175,99,101,5,622,
"S01019448",67,75,352,119,12,625,
"S01019449",42,72,196,172,2,484,
"S01019450",137,128,150,106,5,528,
"S01019451",161,171,53,65,8,458,
"S01019452",163,179,68,41,7,453,
"S01019453",143,85,7,4,1,240,
"S01019454",218,160,9,7,4,398,
"S01019455",256,116,5,14,5,396,
"S01019456",268,101,0,6,2,379,
"S01019457",223,164,17,28,4,440,
"S01019458",203,166,3,12,6,390,
"S01019459",120,92,207,93,9,521,
"S01019460",88,83,172,54,6,407,
"S01019461",84,64,116,46,6,319,
"S01019462",93,118,95,42,1,349,
"S01019463",86,101,169,34,7,393,
"S01019464",72,84,73,29,2,260,
"S01019465",50,43,219,24,3,339,
"S01019466",56,70,242,109,4,482,
"S01019467",58,54,213,129,1,456,
"S01019468",89,113,224,110,8,548,
"S01019469",28,153,118,19,8,329,
"S01019470",36,69,155,40,5,303,
"S01019471",118,161,122,103,2,511,
"S01019472",114,178,45,93,2,429,
"S01019473",66,148,111,80,4,412,
"S01019474",111,254,8,31,3,404,
"S01019475",89,84,187,57,5,418,
"S01019476",76,73,77,52,4,283,
"S01019477",131,118,89,51,5,386,
"S01019478",136,91,1,3,1,232,
"S01019479",171,105,0,8,2,286,
"S01019480",39,36,81,36,6,203,
"S01019481",73,170,136,76,4,459,
"S01019482",142,106,4,12,4,268,
"S01019483",156,134,68,45,3,410,
"S01019484",229,173,135,65,7,605,
"S01019485",181,157,88,58,1,490,
"S01019486",101,91,63,44,4,300,
"S01019487",178,92,0,10,2,282,
"S01019488",151,154,8,17,0,328,
"S01019489",193,111,5,33,6,349,
"S01019490",193,124,6,22,4,349,
"S01019491",143,83,2,10,0,239,
"S01019492",152,75,2,10,1,241,
"S01019493",129,74,47,21,5,280,
"S01019494",135,105,34,17,2,294,
"S01019495",142,103,64,44,3,358,
"S01019496",105,146,78,55,0,389,
"S01019497",117,356,11,107,12,602,
"S01019498",74,90,176,202,7,550,
"S01019499",111,102,82,45,3,339,
"S01019500",90,105,98,53,4,350,
"S01019501",41,135,64,48,3,291,
"S01019502",36,192,18,42,1,291,
"S01019503",26,190,3,10,1,230,
"S01019504",109,126,6,24,4,270,
"S01019505",38,70,135,41,7,290,
"S01019506",144,80,18,15,2,258,
"S01019507",96,103,31,5,4,235,
"S01019508",78,110,2,9,2,204,
"S01019509",172,117,6,4,0,299,
"S01019510",105,122,1,5,1,234,
"S01019511",97,108,1,5,2,213,
"S01019512",78,94,2,6,0,180,
"S01019513",183,184,23,19,3,414,
"S01019514",81,95,8,15,1,200,
"S01019515",113,107,68,21,1,311,
"S01019516",133,134,108,22,4,401,
"S01019517",111,127,35,22,0,295,
"S01019518",108,97,40,17,5,265,
"S01019519",102,127,59,24,2,311,
"S01019520",97,104,27,10,0,238,
"S01019521",214,83,2,10,5,317,
"S01019522",162,93,3,4,4,266,
"S01019523",161,111,3,12,2,291,
"S01019524",152,128,21,24,0,325,
"S01019525",123,168,67,38,1,397,
"S01019526",154,160,88,41,8,451,
"S01019527",98,101,81,43,2,318,
"S01019528",124,104,120,43,2,394,
"S01019529",153,150,64,31,9,407,
"S01019530",198,100,3,5,3,308,
"S01019531",223,104,4,7,0,336,
"S01019532",180,101,4,7,4,297,
"S01019533",198,115,2,6,3,326,
"S01019534",164,112,3,8,2,289,
"S01019535",54,127,130,32,1,341,
"S01019536",45,39,124,27,7,245,
"S01019537",125,85,169,22,2,406,
"S01019538",56,50,225,32,2,367,
"S01019539",71,83,119,29,2,299,
"S01019540",144,101,132,41,9,427,
"S01019541",78,72,163,30,7,354,
"S01019542",105,136,82,42,5,370,
"S01019543",117,131,156,48,6,456,
"S01019544",132,126,17,17,0,293,
"S01019545",129,90,23,21,0,263,
"S01019546",112,100,24,16,2,254,
"S01019547",163,112,2,41,2,322,
"S01019548",216,157,3,24,4,404,
"S01019549",161,119,0,4,1,282,
"S01019550",167,135,1,7,1,314,
"S01019551",198,125,2,6,1,333,
"S01019552",184,160,20,19,1,384,
"S01019553",142,71,2,4,3,217,
"S01019554",127,146,24,34,4,335,
"S01019555",165,128,5,17,1,312,
"S01019556",106,123,70,62,11,375,
"S01019557",72,75,81,37,5,267,
"S01019558",147,129,53,47,4,385,
"S01019559",136,80,2,6,2,226,
"S01019560",164,157,4,7,3,336,
"S01019561",118,123,5,4,0,249,
"S01019562",157,129,4,39,10,339,
"S01019563",189,127,60,27,1,404,
"S01019564",150,147,38,15,0,350,
"S01019565",140,114,17,34,15,320,
"S01019566",136,103,23,58,16,338,
"S01019567",182,85,47,52,18,387,
"S01019568",137,83,12,74,21,323,
"S01019569",113,73,28,33,3,252,
"S01019570",71,106,178,45,7,407,
"S01019571",100,70,74,23,1,266,
"S01019572",169,88,140,107,7,512,
"S01019573",169,129,52,53,6,411,
"S01019574",260,104,68,93,8,533,
"S01019575",151,73,15,6,3,244,
"S01019576",186,110,96,28,7,427,
"S01019577",183,134,23,20,2,362,
"S01019578",178,87,7,11,1,284,
"S01019579",141,126,104,26,6,398,
"S01019580",61,107,35,10,3,216,
"S01019581",108,69,42,32,0,253,
"S01019582",86,82,96,10,6,282,
"S01019583",108,77,94,47,4,331,
"S01019584",138,78,64,19,4,306,
"S01019585",167,122,22,36,5,352,
"S01019586",130,147,44,10,2,339,
"S01019587",149,101,7,108,33,395,
"S01019588",144,105,84,45,4,382,
"S01019589",189,108,25,46,9,374,
"S01019590",89,36,4,88,17,238,
"S01019591",216,123,81,47,4,471,
"S01019592",137,96,97,31,2,363,
"S01019593",95,51,4,51,22,226,
"S01019594",90,72,17,29,7,214,
"S01019595",146,104,38,23,4,315,
"S01019596",180,114,76,77,11,458,
"S01019597",123,75,91,181,7,480,
"S01019598",147,111,91,50,5,407,
"S01019599",108,82,41,121,5,356,
"S01019600",73,61,103,30,0,269,
"S01019601",107,69,88,168,4,440,
"S01019602",95,65,115,125,5,408,
"S01019603",131,106,138,35,6,417,
"S01019604",115,100,44,100,5,364,
"S01019605",198,88,99,36,9,427,
"S01019606",156,99,94,34,6,389,
"S01019607",123,66,153,97,5,445,
"S01019608",142,69,57,15,2,287,
"S01019609",116,92,145,27,3,383,
"S01019610",80,56,294,33,10,469,
"S01019611",103,39,185,23,6,359,
"S01019612",28,91,88,15,0,225,
"S01019613",72,136,27,15,0,250,
"S01019614",141,74,46,21,6,288,
"S01019615",115,91,78,18,4,311,
"S01019616",83,106,67,32,1,290,
"S01019617",271,97,33,47,2,452,
"S01019618",115,69,73,40,6,303,
"S01019619",89,120,36,43,0,285,
"S01019620",92,67,45,24,2,230,
"S01019621",195,66,32,51,8,352,
"S01019622",117,170,57,31,5,380,
"S01019623",125,85,8,47,19,284,
"S01019624",167,120,77,37,10,409,
"S01019625",124,87,7,44,22,284,
"S01019626",123,68,65,36,5,297,
"S01019627",182,78,52,82,26,420,
"S01019628",85,46,17,72,29,250,
"S01019629",158,106,18,71,25,378,
"S01019630",119,43,11,43,7,221,
"S01019631",93,76,29,19,7,223,
"S01019632",155,64,190,51,6,466,
"S01019633",107,53,163,36,3,367,
"S01019634",104,48,133,35,7,327,
"S01019635",148,101,96,22,4,371,
"S01019636",130,63,84,17,4,298,
"S01019637",102,61,35,35,9,242,
"S01019638",152,48,21,33,7,261,
"S01019639",147,55,34,15,4,258,
"S01019640",123,58,32,30,5,251,
"S01019641",112,48,20,39,9,228,
"S01019642",147,96,48,39,9,339,
"S01019643",117,91,157,8,8,381,
"S01019644",169,61,126,31,4,393,
"S01019645",89,60,129,22,2,299,
"S01019646",90,81,100,12,2,285,
"S01019647",104,81,125,11,5,324,
"S01019648",128,54,10,120,22,339,
"S01019649",106,51,96,17,0,273,
"S01019650",159,124,86,38,8,411,
"S01019651",105,60,14,51,14,244,
"S01019652",131,64,12,40,5,255,
"S01019653",229,91,14,65,10,409,
"S01019654",166,46,8,165,23,408,
"S01019655",214,75,64,24,11,387,
"S01019656",95,51,108,40,4,302,
"S01019657",156,71,114,38,6,381,
"S01019658",158,46,65,21,5,299,
"S01019659",144,58,24,137,32,391,
"S01019660",106,55,17,104,18,300,
"S01019661",101,60,10,57,21,246,
"S01019662",167,61,6,132,20,387,
"S01019663",165,85,137,21,7,416,
"S01019664",159,143,59,42,4,408,
"S01019665",134,73,50,21,8,286,
"S01019666",115,55,223,39,13,442,
"S01019667",133,55,55,7,2,251,
"S01019668",162,38,97,27,2,318,
"S01019669",151,64,40,28,3,286,
"S01019670",125,112,12,16,2,269,
"S01019671",136,68,111,79,4,400,
"S01019672",130,29,130,97,8,394,
"S01019673",169,73,11,103,14,374,
"S01019674",191,104,48,73,14,432,
"S01019675",180,72,30,159,19,459,
"S01019676",159,75,75,41,6,356,
"S01019677",110,82,195,19,2,409,
"S01019678",127,57,16,124,29,353,
"S01019679",161,88,93,24,7,373,
"S01019680",160,77,46,21,4,308,
"S01019681",131,100,164,29,7,429,
"S01019682",174,86,102,20,7,389,
"S01019683",119,106,137,46,11,419,
"S01019684",143,74,76,49,9,349,
"S01019685",123,61,140,75,1,400,
"S01019686",200,66,66,48,13,393,
"S01019687",222,71,11,92,34,427,
"S01019688",167,78,47,40,10,340,
"S01019689",226,84,5,57,10,383,
"S01019690",201,74,20,71,20,386,
"S01019691",77,44,162,29,6,315,
"S01019692",62,44,171,30,3,310,
"S01019693",46,39,167,7,8,269,
"S01019694",31,25,214,14,5,292,
"S01019695",77,32,178,36,4,324,
"S01019696",94,59,114,84,13,367,
"S01019697",142,96,50,114,9,411,
"S01019698",204,124,7,44,4,383,
"S01019699",177,83,18,102,18,395,
"S01019700",188,112,62,26,18,401,
"S01019701",162,92,30,9,5,302,
"S01019702",169,109,48,42,11,379,
"S01019703",136,87,194,61,12,488,
"S01019704",176,101,133,78,11,498,
"S01019705",143,63,143,85,5,439,
"S01019706",200,122,91,28,17,458,
"S01019707",166,116,92,18,14,400,
"S01019708",139,95,158,20,8,423,
"S01019709",213,111,25,75,13,433,
"S01019710",177,63,21,54,8,327,
"S01019711",130,54,5,66,29,284,
"S01019712",106,49,20,52,20,250,
"S01019713",142,101,151,29,5,426,
"S01019714",133,84,154,75,10,452,
"S01019715",242,123,42,24,7,436,
"S01019716",183,90,87,49,3,414,
"S01019717",122,73,67,55,6,320,
"S01019718",167,95,24,46,4,339,
"S01019719",68,52,245,9,5,379,
"S01019720",176,108,60,46,6,399,
"S01019721",200,97,15,27,7,346,
"S01019722",173,128,78,18,6,403,
"S01019723",155,96,35,24,8,318,
"S01019724",120,113,11,12,6,258,
"S01019725",142,69,107,7,9,334,
"S01019726",151,95,66,19,9,340,
"S01019727",72,43,151,14,1,282,
"S01019728",94,56,75,17,2,245,
"S01019729",173,121,122,75,7,500,
"S01019730",112,49,67,21,5,254,
"S01019731",133,98,130,57,7,423,
"S01019732",108,72,104,31,5,324,
"S01019733",81,57,140,29,3,313,
"S01019734",129,79,227,23,9,470,
"S01019735",111,65,84,13,7,280,
"S01019736",98,93,73,13,3,281,
"S01019737",225,141,36,27,7,436,
"S01019738",151,92,119,29,12,403,
"S01019739",211,148,42,25,8,434,
"S01019740",146,96,31,13,7,289,
"S01019741",128,73,40,12,4,256,
"S01019742",142,70,20,20,10,260,
"S01019743",142,80,38,20,7,291,
"S01019744",177,115,119,32,9,452,
"S01019745",162,106,141,21,14,444,
"S01019746",151,59,71,18,8,306,
"S01019747",261,59,67,36,13,436,
"S01019748",184,49,84,26,11,344,
"S01019749",135,47,37,6,5,229,
"S01019750",137,38,25,9,12,223,
"S01019751",128,44,55,29,21,276,
"S01019752",186,65,27,61,20,356,
"S01019753",176,64,19,32,14,309,
"S01019754",167,72,138,46,12,432,
"S01019755",114,46,50,49,8,262,
"S01019756",180,88,41,73,10,392,
"S01019757",185,90,34,44,4,357,
"S01019758",183,127,125,36,3,472,
"S01019759",164,88,165,45,10,471,
"S01019760",98,56,122,24,3,300,
"S01019761",82,41,113,28,12,274,
"S01019762",91,40,63,28,4,226,
"S01019763",170,61,18,25,3,277,
"S01019764",262,88,45,59,19,473,
"S01019765",171,69,102,11,3,357,
"S01019766",125,48,61,39,9,283,
"S01019767",97,61,89,46,3,291,
"S01019768",78,86,102,46,4,317,
"S01019769",108,66,71,43,4,292,
"S01019770",99,79,64,18,6,266,
"S01019771",122,97,83,21,5,326,
"S01019772",128,72,96,32,3,331,
"S01019773",139,76,9,13,1,239,
"S01019774",191,99,50,28,6,374,
"S01019775",124,84,34,36,7,288,
"S01019776",181,114,46,48,13,400,
"S01019777",106,110,72,41,4,333,
"S01019778",210,154,11,24,5,404,
"S01019779",139,126,32,19,7,325,
"S01019780",80,114,28,26,2,250,
"S01019781",145,91,3,27,4,269,
"S01019782",71,122,34,7,3,237,
"S01019783",72,96,49,10,5,232,
"S01019784",367,133,6,16,2,526,
"S01019785",187,112,0,14,5,322,
"S01019786",189,106,2,5,2,304,
"S01019787",284,94,2,6,1,386,
"S01019788",111,75,4,14,2,205,
"S01019789",97,137,45,16,2,295,
"S01019790",254,123,3,26,3,411,
"S01019791",176,67,2,11,3,259,
"S01019792",184,112,2,11,0,307,
"S01019793",342,142,3,18,11,516,
"S01019794",222,98,3,11,3,333,
"S01019795",137,120,6,20,4,288,
"S01019796",162,68,4,11,3,245,
"S01019797",80,62,82,40,2,265,
"S01019798",65,63,89,29,3,248,
"S01019799",88,105,80,24,2,296,
"S01019800",102,92,63,45,6,309,
"S01019801",103,90,120,50,6,373,
"S01019802",141,74,25,15,0,257,
"S01019803",154,122,57,45,3,379,
"S01019804",172,153,91,65,5,485,
"S01019805",79,75,37,43,6,238,
"S01019806",132,65,3,12,6,219,
"S01019807",194,102,135,34,3,468,
"S01019808",168,82,12,29,5,295,
"S01019809",144,146,66,57,8,420,
"S01019810",153,96,0,11,2,262,
"S01019811",146,147,79,40,1,415,
"S01019812",141,105,1,14,0,263,
"S01019813",225,91,5,15,3,333,
"S01019814",98,51,79,74,12,312,
"S01019815",260,133,32,207,4,636,
"S01019816",115,47,3,36,5,206,
"S01019817",179,107,114,168,12,580,
"S01019818",149,113,7,32,4,307,
"S01019819",228,98,4,55,6,391,
"S01019820",177,42,2,13,5,242,
"S01019821",86,76,47,46,5,260,
"S01019822",171,81,109,54,8,423,
"S01019823",65,58,302,130,8,567,
"S01019824",120,96,278,209,16,719,
"S01019825",81,45,314,145,10,592,
"S01019826",108,92,40,41,5,286,
"S01019827",87,100,54,38,1,275,
"S01019828",126,131,164,72,11,506,
"S01019829",114,83,167,23,1,389,
"S01019830",56,50,85,17,2,210,
"S01019831",46,57,228,22,4,359,
"S01019832",56,51,124,29,3,263,
"S01019833",46,43,144,22,2,255,
"S01019834",54,39,216,21,6,337,
"S01019835",31,29,207,27,12,306,
"S01019836",54,49,92,22,3,224,
"S01019837",76,59,150,42,6,331,
"S01019838",132,110,221,42,8,513,
"S01019839",177,114,76,64,6,437,
"S01019840",137,146,85,55,7,433,
"S01019841",135,74,11,33,0,251,
"S01019842",169,178,30,44,5,422,
"S01019843",172,105,49,36,5,362,
"S01019844",123,124,6,29,0,280,
"S01019845",114,175,5,37,3,336,
"S01019846",72,76,154,33,7,342,
"S01019847",146,87,83,26,3,348,
"S01019848",129,119,121,65,4,441,
"S01019849",100,47,44,31,4,226,
"S01019850",123,75,55,18,3,275,
"S01019851",142,71,22,30,8,271,
"S01019852",125,76,19,52,1,272,
"S01019853",232,86,0,10,2,332,
"S01019854",119,73,12,40,4,247,
"S01019855",217,99,3,16,1,341,
"S01019856",225,134,21,23,6,409,
"S01019857",243,122,45,40,7,458,
"S01019858",190,112,2,24,6,334,
"S01019859",216,103,1,16,4,341,
"S01019860",184,77,27,21,5,314,
"S01019861",104,127,68,22,6,336,
"S01019862",128,98,69,46,5,344,
"S01019863",229,140,11,17,3,398,
"S01019864",182,185,33,34,6,440,
"S01019865",160,157,18,35,11,381,
"S01019866",123,76,49,50,1,301,
"S01019867",109,95,59,31,6,302,
"S01019868",183,96,16,17,1,318,
"S01019869",143,144,90,34,4,415,
"S01019870",112,90,66,26,4,301,
"S01019871",119,80,78,26,15,318,
"S01019872",161,165,132,37,6,504,
"S01019873",131,70,55,18,2,276,
"S01019874",93,71,114,16,6,302,
"S01019875",76,83,105,23,7,296,
"S01019876",92,46,8,41,2,191,
"S01019877",67,142,24,7,2,247,
"S01019878",157,96,41,21,2,319,
"S01019879",157,97,15,13,12,294,
"S01019880",149,98,69,32,10,358,
"S01019881",58,58,90,7,1,213,
"S01019882",151,117,48,21,13,352,
"S01019883",158,77,42,9,4,293,
"S01019884",46,63,82,28,3,223,
"S01019885",134,113,71,23,4,346,
"S01019886",174,114,3,23,1,317,
"S01019887",225,115,23,26,1,390,
"S01019888",51,135,3,7,0,201,
"S01019889",62,171,61,11,0,304,
"S01019890",155,187,2,37,3,384,
"S01019891",106,62,3,19,2,191,
"S01019892",196,111,0,9,0,320,
"S01019893",225,98,9,9,3,347,
"S01019894",149,119,109,44,4,425,
"S01019895",145,59,133,46,4,387,
"S01019896",87,57,29,20,3,196,
"S01019897",208,134,100,44,5,490,
"S01019898",129,81,90,115,7,424,
"S01019899",220,91,1,7,2,321,
"S01019900",145,62,9,14,0,227,
"S01019901",173,90,55,37,4,360,
"S01019902",171,97,44,139,11,459,
"S01019903",216,100,90,109,7,520,
"S01019904",107,56,11,9,1,187,
"S01019905",271,109,1,15,2,397,
"S01019906",98,61,21,21,8,209,
"S01019907",165,78,39,61,14,354,
"S01019908",77,54,36,20,19,206,
"S01019909",185,108,16,48,15,372,
"S01019910",185,130,30,28,6,382,
"S01019911",163,96,27,42,12,342,
"S01019912",178,83,20,63,9,352,
"S01019913",91,71,56,30,3,252,
"S01019914",132,124,14,22,8,302,
"S01019915",165,77,98,57,6,410,
"S01019916",137,102,64,28,8,338,
"S01019917",168,114,24,44,6,356,
"S01019918",98,67,111,16,7,301,
"S01019919",153,121,27,30,4,333,
"S01019920",125,130,123,36,7,421,
"S01019921",161,109,54,27,5,356,
"S01019922",134,85,138,35,9,401,
"S01019923",140,147,12,20,3,319,
"S01019924",184,120,12,15,12,341,
"S01019925",150,99,8,11,2,270,
"S01019926",78,72,112,14,6,282,
"S01019927",106,90,145,33,2,375,
"S01019928",109,65,149,15,7,348,
"S01019929",53,144,7,3,2,213,
"S01019930",174,139,26,11,9,359,
"S01019931",91,87,23,14,0,217,
"S01019932",128,86,48,16,7,284,
"S01019933",104,93,85,19,4,305,
"S01019934",40,104,19,18,4,185,
"S01019935",156,92,21,19,10,301,
"S01019936",139,91,33,47,6,318,
"S01019937",189,155,2,25,4,377,
"S01019938",186,155,12,28,2,382,
"S01019939",73,72,160,41,5,351,
"S01019940",102,76,102,32,6,321,
"S01019941",100,82,73,22,2,279,
"S01019942",99,66,64,13,1,243,
"S01019943",61,204,6,7,0,278,
"S01019944",134,125,53,19,3,332,
"S01019945",134,102,116,13,4,369,
"S01019946",85,90,171,25,4,375,
"S01019947",110,82,239,33,4,469,
"S01019948",83,142,5,21,1,248,
"S01019949",104,71,48,16,2,244,
"S01019950",136,70,70,19,6,297,
"S01019951",117,72,64,22,2,277,
"S01019952",201,126,127,47,4,506,
"S01019953",160,113,46,33,3,351,
"S01019954",177,148,61,19,6,413,
"S01019955",101,215,21,10,5,352,
"S01019956",97,73,32,14,0,216,
"S01019957",96,59,94,48,3,298,
"S01019958",209,103,10,17,7,344,
"S01019959",147,92,22,18,3,275,
"S01019960",135,107,76,21,1,342,
"S01019961",113,74,102,29,5,323,
"S01019962",121,100,75,43,7,345,
"S01019963",66,88,85,13,0,259,
"S01019964",133,62,10,15,3,223,
"S01019965",92,48,88,41,3,268,
"S01019966",78,99,2,29,3,211,
"S01019967",85,124,31,13,3,256,
"S01019968",102,77,7,24,2,212,
"S01019969",205,86,148,85,8,538,
"S01019970",97,87,113,21,4,319,
"S01019971",176,105,9,25,8,326,
"S01019972",136,82,32,23,3,276,
"S01019973",138,89,91,19,2,336,
"S01019974",124,98,86,18,4,326,
"S01019975",105,64,6,10,10,196,
"S01019976",130,90,19,18,8,261,
"S01019977",93,60,138,23,5,319,
"S01019978",137,109,112,42,11,413,
"S01019979",130,97,121,25,5,380,
"S01019980",108,58,195,39,10,407,
"S01019981",171,108,115,78,11,484,
"S01019982",84,60,203,24,5,375,
"S01019983",69,48,64,14,3,197,
"S01019984",78,100,91,38,2,305,
"S01019985",119,119,82,51,6,376,
"S01019986",185,153,33,29,3,408,
"S01019987",64,200,2,25,0,295,
"S01019988",61,61,90,18,1,227,
"S01019989",109,86,48,10,2,253,
"S01019990",144,118,37,17,2,320,
"S01019991",76,55,162,31,5,333,
"S01019992",245,159,11,27,9,451,
"S01019993",122,118,105,30,8,383,
"S01019994",25,221,2,8,0,257,
"S01019995",151,105,21,39,11,327,
"S01019996",149,151,110,31,3,440,
"S01019997",107,146,31,13,2,302,
"S01019998",97,67,6,10,2,182,
"S01019999",183,125,19,13,5,347,
"S01020000",130,92,119,40,0,384,
"S01020001",91,78,55,40,3,267,
"S01020002",247,123,6,30,6,412,
"S01020003",142,192,4,23,1,359,
"S01020004",100,107,105,20,12,341,
"S01020005",105,131,16,35,2,289,
"S01020006",192,124,105,67,0,489,
"S01020007",169,100,7,20,1,299,
"S01020008",162,133,69,100,5,473,
"S01020009",77,71,171,30,2,348,
"S01020010",95,64,123,28,7,317,
"S01020011",91,57,113,21,4,285,
"S01020012",100,103,77,36,3,322,
"S01020013",144,96,12,11,4,264,
"S01020014",177,101,5,14,1,298,
"S01020015",128,108,115,40,3,394,
"S01020016",66,54,236,25,5,386,
"S01020017",58,49,114,23,8,252,
"S01020018",46,58,118,23,3,245,
"S01020019",114,97,149,24,6,390,
"S01020020",93,115,59,33,4,302,
"S01020021",88,82,82,20,1,273,
"S01020022",124,182,5,21,2,338,
"S01020023",141,93,96,28,7,361,
"S01020024",87,119,9,8,1,222,
"S01020025",156,185,16,51,4,405,
"S01020026",149,89,39,30,4,303,
"S01020027",121,99,69,35,2,330,
"S01020028",102,83,9,25,8,229,
"S01020029",94,108,86,28,5,321,
"S01020030",192,150,13,61,1,426,
"S01020031",166,69,1,2,3,241,
"S01020032",189,119,32,98,11,450,
"S01020033",100,74,11,8,3,195,
"S01020034",111,77,6,6,1,197,
"S01020035",154,115,6,7,1,283,
"S01020036",118,120,72,21,5,336,
"S01020037",88,172,0,7,0,266,
"S01020038",96,88,6,5,2,195,
"S01020039",73,69,34,13,0,190,
"S01020040",154,122,19,16,6,321,
"S01020041",148,165,7,25,4,347,
"S01020042",25,129,1,3,1,156,
"S01020043",112,91,8,15,8,236,
"S01020044",209,129,15,23,10,385,
"S01020045",67,135,4,4,1,212,
"S01020046",100,130,118,26,7,381,
"S01020047",121,117,1,10,0,249,
"S01020048",85,79,70,26,6,265,
"S01020049",174,108,6,4,1,293,
"S01020050",90,79,107,49,6,335,
