SuperWEB2(tm)

"Household"
"Data Zone (2022) by Type of accomodation"
"Counting: Households"

Filters:
"Default Summation","Households"

"Type of accomodation","Whole house or bungalow: Detached","Whole house or bungalow: Semi-detached","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure","Total",
"Data Zone (2022)",
"S01017489",11,165,193,128,0,0,0,497,
"S01017490",7,75,127,162,3,1,0,371,
"S01017491",4,15,73,227,0,2,0,320,
"S01017492",15,105,181,37,3,0,1,346,
"S01017493",6,36,98,98,5,0,0,245,
"S01017494",5,83,69,85,0,0,0,241,
"S01017495",9,55,50,243,3,0,0,359,
"S01017496",15,81,71,95,0,0,0,264,
"S01017497",19,125,18,114,5,0,0,280,
"S01017498",48,208,57,39,1,0,0,353,
"S01017499",4,67,49,276,4,2,2,398,
"S01017500",218,36,4,18,0,0,2,277,
"S01017501",64,114,70,171,13,1,0,431,
"S01017502",8,14,34,430,1,0,1,489,
"S01017503",26,22,26,343,4,2,0,416,
"S01017504",11,40,71,277,1,0,0,397,
"S01017505",3,32,78,368,1,0,1,479,
"S01017506",5,68,59,250,4,0,0,387,
"S01017507",1,13,18,251,0,0,0,285,
"S01017508",0,7,24,514,2,2,0,553,
"S01017509",3,46,55,258,2,0,0,365,
"S01017510",8,23,47,338,7,2,0,425,
"S01017511",14,76,106,189,8,4,0,395,
"S01017512",0,19,41,206,0,0,0,265,
"S01017513",2,6,22,487,6,1,1,526,
"S01017514",4,3,9,488,2,2,3,510,
"S01017515",3,23,55,276,1,0,1,359,
"S01017516",4,1,13,409,1,0,0,428,
"S01017517",4,17,19,445,6,2,1,490,
"S01017518",7,55,37,311,1,0,0,411,
"S01017519",6,179,170,9,5,0,0,368,
"S01017520",28,120,30,149,117,0,0,444,
"S01017521",3,203,17,281,8,0,1,516,
"S01017522",7,36,26,144,87,0,0,301,
"S01017523",6,72,6,135,17,0,0,236,
"S01017524",9,26,60,187,107,2,0,393,
"S01017525",4,19,8,325,18,1,0,379,
"S01017526",6,14,29,231,57,0,0,337,
"S01017527",9,7,62,299,106,2,0,481,
"S01017528",4,5,6,272,56,0,0,338,
"S01017529",7,5,5,400,14,0,0,431,
"S01017530",0,8,37,311,88,1,0,446,
"S01017531",1,2,7,232,9,3,1,255,
"S01017532",3,5,20,307,20,4,0,359,
"S01017533",3,5,13,324,37,4,0,384,
"S01017534",2,2,4,268,20,2,0,297,
"S01017535",4,4,21,433,29,3,2,497,
"S01017536",0,2,10,506,20,0,0,537,
"S01017537",0,0,4,322,3,5,0,333,
"S01017538",0,2,0,461,0,0,0,466,
"S01017539",3,3,6,364,0,5,1,382,
"S01017540",3,1,6,201,27,0,2,239,
"S01017541",4,0,1,253,0,0,0,257,
"S01017542",1,2,3,498,7,2,0,514,
"S01017543",6,6,34,471,4,4,0,530,
"S01017544",3,3,21,249,2,0,0,274,
"S01017545",1,0,8,335,0,2,0,344,
"S01017546",4,10,44,500,8,5,0,570,
"S01017547",1,2,4,311,1,2,0,321,
"S01017548",2,1,3,375,2,0,0,378,
"S01017549",5,2,0,763,2,0,0,770,
"S01017550",1,4,2,510,1,4,0,520,
"S01017551",0,2,2,416,3,0,0,425,
"S01017552",8,10,47,566,17,4,0,651,
"S01017553",9,6,17,506,6,1,1,546,
"S01017554",2,3,10,608,5,0,0,631,
"S01017555",4,4,0,576,10,3,0,596,
"S01017556",2,3,11,317,46,0,0,376,
"S01017557",1,5,81,485,6,1,0,576,
"S01017558",3,10,30,593,5,0,0,641,
"S01017559",18,31,45,367,47,3,0,513,
"S01017560",3,5,18,298,93,0,0,424,
"S01017561",1,5,24,483,1,0,0,514,
"S01017562",6,6,12,432,74,3,0,533,
"S01017563",9,20,35,242,194,0,1,501,
"S01017564",11,8,44,233,197,1,2,495,
"S01017565",4,5,19,281,160,0,0,468,
"S01017566",4,6,7,370,51,6,1,449,
"S01017567",7,37,61,175,2,1,0,284,
"S01017568",57,77,43,13,2,0,0,195,
"S01017569",24,93,61,139,3,0,0,321,
"S01017570",12,67,238,68,7,1,0,392,
"S01017571",19,35,27,262,47,0,0,390,
"S01017572",29,105,16,295,25,0,0,470,
"S01017573",7,44,177,239,4,0,0,473,
"S01017574",0,17,24,565,10,1,0,621,
"S01017575",6,53,95,162,3,0,0,317,
"S01017576",6,13,84,173,6,0,0,281,
"S01017577",6,16,59,452,16,7,0,556,
"S01017578",3,28,143,318,8,0,0,501,
"S01017579",10,55,148,85,5,0,0,302,
"S01017580",4,119,112,105,3,1,0,343,
"S01017581",8,30,268,162,8,2,2,478,
"S01017582",0,7,21,514,14,1,5,561,
"S01017583",4,8,57,334,1,0,1,404,
"S01017584",3,27,98,289,4,8,2,436,
"S01017585",40,6,124,140,2,0,0,313,
"S01017586",2,26,288,90,6,0,0,414,
"S01017587",5,10,30,422,6,1,1,472,
"S01017588",2,24,191,35,1,0,0,252,
"S01017589",6,10,30,490,1,2,2,541,
"S01017590",5,12,91,330,6,0,3,447,
"S01017591",1,12,35,398,2,2,5,452,
"S01017592",3,9,11,204,1,3,1,231,
"S01017593",4,4,9,311,1,0,2,332,
"S01017594",6,10,40,403,2,1,6,468,
"S01017595",0,50,30,184,0,0,0,266,
"S01017596",8,64,78,211,1,0,0,361,
"S01017597",10,10,37,431,1,0,0,486,
"S01017598",3,64,49,249,0,1,0,366,
"S01017599",2,7,48,493,1,0,0,551,
"S01017600",1,15,23,338,3,1,0,381,
"S01017601",7,29,202,5,0,0,1,242,
"S01017602",8,52,164,25,1,0,0,248,
"S01017603",11,62,139,115,1,0,0,328,
"S01017604",32,93,184,10,1,0,0,327,
"S01017605",23,135,47,294,2,0,0,503,
"S01017606",34,86,59,141,0,0,0,317,
"S01017607",5,37,27,294,0,0,0,363,
"S01017608",4,81,48,147,2,0,1,288,
"S01017609",1,90,52,254,2,0,0,399,
"S01017610",16,89,69,267,2,4,0,445,
"S01017611",1,110,27,253,1,0,0,392,
"S01017612",2,24,22,242,5,2,0,297,
"S01017613",11,113,70,184,2,0,0,381,
"S01017614",1,17,25,469,1,2,0,512,
"S01017615",0,89,16,187,3,2,0,297,
"S01017616",6,67,48,90,0,0,0,211,
"S01017617",3,102,14,290,6,0,1,416,
"S01017618",5,51,71,110,0,0,0,237,
"S01017619",78,32,10,224,0,0,1,343,
"S01017620",2,105,31,210,0,1,0,351,
"S01017621",5,12,6,342,2,2,2,367,
"S01017622",7,184,42,132,6,0,0,368,
"S01017623",3,89,33,116,1,0,0,242,
"S01017624",44,89,214,92,2,2,0,442,
"S01017625",8,74,125,242,1,2,0,452,
"S01017626",21,28,4,339,0,1,0,393,
"S01017627",103,10,7,304,6,1,0,431,
"S01017628",19,6,6,368,4,3,0,412,
"S01017629",4,134,59,154,0,0,1,357,
"S01017630",5,106,43,172,3,2,1,331,
"S01017631",5,19,73,240,1,0,0,342,
"S01017632",3,24,107,325,6,0,0,465,
"S01017633",3,17,4,343,0,0,0,370,
"S01017634",2,39,76,360,9,0,0,492,
"S01017635",2,24,100,189,2,0,0,321,
"S01017636",3,3,9,283,2,2,0,301,
"S01017637",11,96,58,202,0,0,0,368,
"S01017638",3,108,10,385,1,0,0,508,
"S01017639",5,104,27,382,2,0,1,524,
"S01017640",4,113,70,94,1,0,0,281,
"S01017641",4,42,13,197,2,0,0,265,
"S01017642",0,158,104,80,1,0,1,345,
"S01017643",5,134,132,276,3,0,0,548,
"S01017644",5,91,45,99,0,0,0,239,
"S01017645",60,88,195,37,3,0,3,388,
"S01017646",97,204,50,26,0,2,0,386,
"S01017647",4,84,331,9,0,0,0,431,
"S01017648",3,23,20,275,0,0,0,321,
"S01017649",13,55,62,317,6,0,1,454,
"S01017650",6,11,37,218,1,0,1,272,
"S01017651",3,40,23,328,2,1,0,394,
"S01017652",18,100,48,88,1,0,2,253,
"S01017653",5,48,42,193,1,0,0,290,
"S01017654",2,85,10,126,0,2,0,225,
"S01017655",7,43,83,280,3,2,0,416,
"S01017656",16,121,43,264,1,1,1,450,
"S01017657",9,68,64,88,2,0,0,231,
"S01017658",14,153,62,195,0,2,0,430,
"S01017659",16,122,32,251,1,4,0,421,
"S01017660",67,84,61,164,0,0,0,372,
"S01017661",30,121,114,227,0,0,0,493,
"S01017662",10,148,55,102,0,0,0,321,
"S01017663",2,11,20,273,0,0,0,302,
"S01017664",229,35,13,2,2,8,9,303,
"S01017665",194,49,5,2,1,0,6,258,
"S01017666",279,108,43,8,5,5,4,451,
"S01017667",81,126,72,53,2,4,0,338,
"S01017668",291,147,33,20,8,5,5,503,
"S01017669",280,102,26,13,0,3,4,438,
"S01017670",182,151,87,45,3,1,3,471,
"S01017671",18,116,203,26,1,0,0,364,
"S01017672",46,113,95,22,3,0,0,280,
"S01017673",182,117,4,9,0,0,2,318,
"S01017674",11,84,174,10,0,3,0,280,
"S01017675",20,84,232,16,1,0,0,352,
"S01017676",110,55,26,116,9,8,0,323,
"S01017677",105,75,38,148,8,1,0,375,
"S01017678",77,41,9,148,2,0,0,276,
"S01017679",79,65,131,33,6,1,0,314,
"S01017680",28,165,162,46,2,9,0,407,
"S01017681",61,93,75,172,2,3,2,409,
"S01017682",38,55,35,163,7,10,0,313,
"S01017683",21,103,143,68,3,0,0,337,
"S01017684",186,26,18,2,1,2,2,240,
"S01017685",203,59,21,4,0,0,3,288,
"S01017686",116,123,90,31,3,0,1,364,
"S01017687",60,212,114,104,5,3,0,497,
"S01017688",204,61,46,4,0,2,8,325,
"S01017689",209,102,22,4,1,0,4,344,
"S01017690",188,65,24,5,1,4,2,291,
"S01017691",304,120,71,25,6,7,0,530,
"S01017692",142,34,15,2,1,4,2,198,
"S01017693",130,54,32,47,6,8,0,277,
"S01017694",150,132,44,46,4,3,0,379,
"S01017695",205,63,11,6,7,3,2,301,
"S01017696",41,125,132,72,3,0,0,376,
"S01017697",75,136,68,57,3,2,0,341,
"S01017698",151,100,23,110,2,4,0,395,
"S01017699",165,189,22,72,5,0,0,457,
"S01017700",185,49,23,5,4,0,1,267,
"S01017701",259,106,48,8,1,4,6,432,
"S01017702",256,91,32,4,5,4,0,393,
"S01017703",177,42,10,1,0,0,5,234,
"S01017704",141,158,64,6,3,0,0,372,
"S01017705",150,74,63,51,13,9,4,369,
"S01017706",148,56,36,95,8,10,0,355,
"S01017707",251,79,10,1,1,1,6,344,
"S01017708",227,50,19,25,2,0,7,334,
"S01017709",244,93,8,19,0,0,0,362,
"S01017710",255,94,9,18,3,0,0,378,
"S01017711",83,102,30,19,1,0,0,235,
"S01017712",250,81,5,0,0,0,0,332,
"S01017713",238,76,2,1,8,0,2,326,
"S01017714",232,34,8,2,0,0,4,276,
"S01017715",82,97,96,74,5,1,0,353,
"S01017716",115,93,59,117,21,19,2,425,
"S01017717",63,132,137,56,0,0,0,393,
"S01017718",103,97,56,14,2,0,0,272,
"S01017719",151,116,46,89,5,2,0,409,
"S01017720",150,106,31,73,6,3,0,368,
"S01017721",154,90,11,18,5,0,0,278,
"S01017722",211,50,13,11,10,2,0,296,
"S01017723",134,165,5,5,4,0,0,315,
"S01017724",28,124,46,3,3,0,0,206,
"S01017725",26,150,21,54,1,0,0,251,
"S01017726",75,165,25,14,3,0,0,287,
"S01017727",174,37,13,0,2,0,2,228,
"S01017728",202,41,18,4,0,0,5,269,
"S01017729",307,50,10,5,3,1,2,374,
"S01017730",225,68,45,33,0,2,3,377,
"S01017731",166,104,54,9,0,0,0,336,
"S01017732",254,109,37,29,5,0,0,436,
"S01017733",132,129,148,9,4,1,1,428,
"S01017734",59,165,27,127,2,0,0,379,
"S01017735",19,80,134,78,1,1,0,318,
"S01017736",10,30,161,13,1,0,0,215,
"S01017737",194,30,7,1,0,0,0,233,
"S01017738",249,44,11,0,0,0,0,302,
"S01017739",276,59,1,3,0,1,1,341,
"S01017740",16,92,191,29,2,0,0,330,
"S01017741",23,153,25,7,2,0,0,211,
"S01017742",156,145,11,9,2,0,0,322,
"S01017743",53,77,45,189,4,1,0,367,
"S01017744",55,69,41,61,6,0,0,232,
"S01017745",140,90,28,35,0,0,0,290,
"S01017746",67,56,18,79,0,0,1,217,
"S01017747",219,152,7,59,0,0,0,437,
"S01017748",205,79,66,52,0,0,1,403,
"S01017749",183,60,20,59,1,0,0,323,
"S01017750",261,45,2,6,2,2,0,316,
"S01017751",179,91,3,19,0,0,0,292,
"S01017752",113,73,10,29,0,0,0,225,
"S01017753",26,76,84,75,0,0,0,261,
"S01017754",274,11,2,4,0,0,0,291,
"S01017755",89,81,45,55,0,1,0,275,
"S01017756",94,107,43,70,1,0,0,313,
"S01017757",57,84,5,117,2,0,0,264,
"S01017758",169,112,40,98,8,2,2,429,
"S01017759",194,140,44,77,2,0,0,454,
"S01017760",89,63,44,81,4,1,0,284,
"S01017761",100,140,11,42,0,0,0,300,
"S01017762",196,108,3,35,0,0,4,345,
"S01017763",183,58,9,63,0,2,0,311,
"S01017764",71,65,30,36,0,1,0,200,
"S01017765",120,114,39,86,3,0,0,362,
"S01017766",154,144,7,87,2,0,0,389,
"S01017767",177,100,51,44,3,0,0,374,
"S01017768",216,113,12,69,0,0,1,411,
"S01017769",215,60,56,85,2,0,0,418,
"S01017770",129,141,5,29,1,1,0,299,
"S01017771",55,132,15,44,2,0,0,248,
"S01017772",186,120,3,53,3,0,0,365,
"S01017773",98,79,1,10,1,0,0,195,
"S01017774",300,114,15,42,2,0,0,473,
"S01017775",48,143,135,46,5,2,0,383,
"S01017776",160,127,5,20,4,0,0,317,
"S01017777",23,38,80,172,12,0,0,322,
"S01017778",10,31,162,52,1,0,0,255,
"S01017779",165,73,21,67,13,0,0,336,
"S01017780",20,62,266,137,1,0,0,489,
"S01017781",28,49,215,8,0,0,2,304,
"S01017782",81,123,82,47,0,0,0,333,
"S01017783",12,87,172,36,0,6,0,311,
"S01017784",80,129,46,126,2,0,1,382,
"S01017785",120,218,6,3,5,0,2,349,
"S01017786",108,241,3,6,0,0,1,358,
"S01017787",76,225,3,6,0,1,0,311,
"S01017788",15,37,49,230,21,0,1,358,
"S01017789",9,15,20,338,28,42,0,453,
"S01017790",122,88,50,158,13,0,0,433,
"S01017791",19,63,109,139,4,0,0,332,
"S01017792",50,78,140,12,1,0,0,285,
"S01017793",23,84,133,116,2,4,2,363,
"S01017794",212,59,14,25,8,1,0,319,
"S01017795",194,119,19,66,24,1,0,422,
"S01017796",67,95,59,148,11,3,0,390,
"S01017797",71,118,91,146,31,4,0,460,
"S01017798",104,133,39,187,17,1,0,483,
"S01017799",58,50,22,116,7,0,0,256,
"S01017800",39,35,21,225,2,0,0,323,
"S01017801",59,211,41,153,7,2,0,473,
"S01017802",24,182,222,90,3,0,0,524,
"S01017803",6,103,100,25,0,1,0,232,
"S01017804",13,146,101,67,3,1,1,337,
"S01017805",76,184,31,55,20,2,0,371,
"S01017806",20,45,55,214,28,1,0,363,
"S01017807",45,116,122,137,16,1,3,441,
"S01017808",47,115,112,369,33,1,0,677,
"S01017809",40,75,50,166,27,2,0,366,
"S01017810",28,75,58,341,15,1,0,518,
"S01017811",12,51,120,130,4,0,0,319,
"S01017812",9,49,84,163,5,0,0,310,
"S01017813",20,71,120,81,6,1,0,308,
"S01017814",17,85,62,223,10,1,0,393,
"S01017815",51,151,3,96,1,0,0,311,
"S01017816",160,131,2,24,0,0,0,320,
"S01017817",51,173,8,62,3,0,0,297,
"S01017818",58,119,54,76,3,0,0,309,
"S01017819",76,86,30,87,6,0,0,285,
"S01017820",132,100,36,87,0,0,0,352,
"S01017821",90,116,54,76,10,0,1,341,
"S01017822",16,111,104,30,1,0,0,263,
"S01017823",122,123,69,56,1,1,0,372,
"S01017824",33,141,7,20,0,0,0,203,
"S01017825",12,129,169,33,2,0,1,343,
"S01017826",263,32,9,4,11,0,14,331,
"S01017827",240,46,14,2,2,1,0,309,
"S01017828",98,108,44,47,4,2,0,303,
"S01017829",81,97,97,60,13,9,0,357,
"S01017830",227,118,15,16,4,0,0,378,
"S01017831",323,69,19,2,5,1,6,429,
"S01017832",114,128,46,9,2,1,0,300,
"S01017833",246,17,2,6,0,1,0,274,
"S01017834",333,27,5,9,2,1,8,392,
"S01017835",290,19,11,2,0,0,0,322,
"S01017836",314,84,52,25,0,4,16,492,
"S01017837",227,193,74,18,6,1,1,517,
"S01017838",198,54,25,4,2,3,4,293,
"S01017839",112,101,45,13,7,1,0,276,
"S01017840",217,38,11,6,2,4,4,282,
"S01017841",199,57,7,3,1,0,14,282,
"S01017842",228,99,37,33,0,0,10,398,
"S01017843",207,65,43,15,4,1,4,339,
"S01017844",88,144,49,59,3,3,0,349,
"S01017845",305,82,25,51,2,7,6,480,
"S01017846",80,70,27,33,1,4,0,215,
"S01017847",222,54,12,9,0,1,4,302,
"S01017848",277,52,15,2,1,2,5,357,
"S01017849",400,46,7,1,3,4,6,467,
"S01017850",201,24,40,2,2,1,3,273,
"S01017851",252,43,10,9,2,2,5,323,
"S01017852",102,71,39,75,5,2,0,297,
"S01017853",116,141,69,50,3,1,4,382,
"S01017854",111,245,35,98,7,0,0,496,
"S01017855",402,31,11,6,1,0,8,456,
"S01017856",387,44,16,3,2,2,6,465,
"S01017857",357,34,1,9,3,5,2,412,
"S01017858",273,44,7,0,0,2,3,331,
"S01017859",250,46,19,4,5,2,6,331,
"S01017860",297,105,11,14,0,4,1,434,
"S01017861",290,66,23,4,1,3,4,391,
"S01017862",279,97,13,8,3,2,2,404,
"S01017863",91,140,41,14,3,6,0,298,
"S01017864",308,26,10,3,4,2,8,362,
"S01017865",103,129,28,97,2,1,0,360,
"S01017866",208,15,12,2,0,2,1,241,
"S01017867",231,39,10,12,4,0,2,300,
"S01017868",246,24,21,5,1,0,5,303,
"S01017869",176,162,53,20,14,3,1,426,
"S01017870",318,123,24,1,1,0,1,469,
"S01017871",217,99,11,11,4,2,4,348,
"S01017872",165,54,22,6,1,0,1,248,
"S01017873",175,49,19,3,0,0,1,246,
"S01017874",194,145,71,28,7,2,0,446,
"S01017875",336,49,23,2,1,1,3,415,
"S01017876",293,50,12,4,2,0,1,358,
"S01017877",77,135,63,13,6,0,0,291,
"S01017878",111,148,19,56,0,1,0,335,
"S01017879",176,91,4,21,0,0,0,292,
"S01017880",104,177,42,21,7,0,0,348,
"S01017881",147,112,23,29,1,0,1,313,
"S01017882",170,27,9,3,0,1,1,212,
"S01017883",101,115,42,4,1,2,0,264,
"S01017884",157,117,25,5,2,0,0,308,
"S01017885",68,152,78,20,2,0,0,318,
"S01017886",250,74,22,5,1,1,0,350,
"S01017887",54,124,86,27,3,0,1,291,
"S01017888",17,60,148,4,0,0,0,229,
"S01017889",43,83,62,124,4,10,2,330,
"S01017890",77,123,130,31,8,3,1,373,
"S01017891",94,93,51,226,12,10,0,486,
"S01017892",215,83,28,24,1,1,0,351,
"S01017893",260,81,32,103,0,0,0,477,
"S01017894",261,96,30,12,3,0,3,407,
"S01017895",324,128,14,21,0,0,2,490,
"S01017896",266,108,35,10,0,0,1,424,
"S01017897",115,114,40,14,5,1,0,292,
"S01017898",293,123,34,26,4,0,0,478,
"S01017899",190,50,39,14,8,4,1,302,
"S01017900",113,166,96,8,6,0,0,389,
"S01017901",295,58,12,14,5,0,0,386,
"S01017902",229,40,5,0,4,0,1,282,
"S01017903",183,25,7,4,2,1,1,226,
"S01017904",237,32,7,2,1,1,3,283,
"S01017905",320,61,25,2,6,1,12,425,
"S01017906",155,106,127,21,5,3,3,418,
"S01017907",74,70,184,5,1,0,0,332,
"S01017908",33,119,87,5,2,0,0,245,
"S01017909",77,138,132,13,10,2,0,369,
"S01017910",54,44,153,36,3,1,0,291,
"S01017911",155,73,0,4,0,0,0,234,
"S01017912",51,156,68,59,1,1,0,337,
"S01017913",142,108,32,36,0,7,0,327,
"S01017914",53,168,9,19,0,0,0,248,
"S01017915",68,191,99,45,4,5,0,411,
"S01017916",16,69,105,67,5,0,0,258,
"S01017917",171,163,35,14,1,0,0,387,
"S01017918",66,86,118,69,4,1,2,347,
"S01017919",22,57,173,17,1,0,0,270,
"S01017920",133,186,121,10,0,1,1,453,
"S01017921",79,88,66,94,9,2,0,338,
"S01017922",277,115,57,6,4,2,3,464,
"S01017923",137,123,103,8,1,0,0,373,
"S01017924",171,89,24,7,0,3,0,298,
"S01017925",173,62,37,1,4,0,2,277,
"S01017926",160,60,55,3,1,0,2,282,
"S01017927",76,146,135,6,4,2,0,368,
"S01017928",79,111,133,25,10,2,0,360,
"S01017929",207,132,74,86,1,3,2,500,
"S01017930",97,81,60,62,11,1,2,314,
"S01017931",37,182,21,11,4,7,0,258,
"S01017932",192,71,21,16,7,0,0,308,
"S01017933",251,92,10,0,2,1,2,360,
"S01017934",201,107,31,7,0,1,5,352,
"S01017935",63,159,34,42,1,1,0,300,
"S01017936",187,123,18,14,2,5,1,351,
"S01017937",173,35,5,2,2,1,2,219,
"S01017938",180,67,19,0,0,0,5,271,
"S01017939",158,128,28,6,5,3,2,330,
"S01017940",244,49,0,1,0,0,6,302,
"S01017941",304,161,24,8,3,1,3,507,
"S01017942",145,178,49,8,0,6,0,388,
"S01017943",114,139,76,26,0,1,0,357,
"S01017944",39,180,52,1,0,4,0,278,
"S01017945",228,14,8,3,2,0,0,253,
"S01017946",105,177,72,13,4,4,0,371,
"S01017947",198,180,57,8,2,1,1,444,
"S01017948",274,94,27,1,0,0,7,406,
"S01017949",282,66,2,1,0,0,9,360,
"S01017950",172,101,55,9,1,0,2,340,
"S01017951",210,132,6,3,1,0,5,355,
"S01017952",21,56,143,32,8,2,0,261,
"S01017953",21,57,100,68,7,1,0,251,
"S01017954",21,64,99,70,6,0,0,260,
"S01017955",49,113,46,137,5,0,0,352,
"S01017956",67,99,67,31,0,0,0,262,
"S01017957",99,72,124,44,10,2,1,351,
"S01017958",61,88,54,67,13,9,0,299,
"S01017959",30,75,79,82,4,3,0,264,
"S01017960",37,128,143,12,3,0,0,323,
"S01017961",189,34,38,33,0,0,0,294,
"S01017962",145,137,13,0,0,1,0,300,
"S01017963",248,123,19,0,0,0,5,395,
"S01017964",158,85,29,16,4,1,2,293,
"S01017965",185,88,23,2,1,0,3,301,
"S01017966",261,42,6,3,0,1,3,317,
"S01017967",334,68,1,3,1,1,5,417,
"S01017968",61,168,54,3,0,0,0,288,
"S01017969",184,68,17,2,0,0,0,275,
"S01017970",165,61,18,26,3,0,2,275,
"S01017971",252,170,33,14,8,0,0,480,
"S01017972",303,34,9,10,3,0,3,363,
"S01017973",235,93,5,2,0,0,0,334,
"S01017974",203,64,26,2,1,1,0,297,
"S01017975",41,102,123,120,11,22,1,420,
"S01017976",12,185,147,40,2,0,0,382,
"S01017977",25,119,179,13,1,2,0,341,
"S01017978",23,113,62,36,0,0,0,234,
"S01017979",105,155,84,70,6,0,0,414,
"S01017980",96,151,163,40,4,0,0,454,
"S01017981",28,134,58,54,11,0,0,277,
"S01017982",81,125,65,36,4,3,0,303,
"S01017983",6,185,18,25,1,0,0,239,
"S01017984",12,143,45,12,1,0,0,216,
"S01017985",156,125,16,2,0,0,0,302,
"S01017986",184,38,28,6,2,2,3,263,
"S01017987",323,64,25,5,1,2,6,426,
"S01017988",246,119,11,6,0,0,0,388,
"S01017989",92,78,28,25,4,1,1,235,
"S01017990",275,66,8,2,1,2,7,361,
"S01017991",109,31,20,116,37,1,0,314,
"S01017992",221,53,43,43,17,0,0,377,
"S01017993",164,64,61,183,16,1,0,489,
"S01017994",28,96,99,56,6,0,0,285,
"S01017995",116,49,29,16,10,0,0,219,
"S01017996",212,16,7,3,0,0,0,240,
"S01017997",123,44,17,35,65,0,0,281,
"S01017998",105,28,37,45,18,1,2,232,
"S01017999",194,44,4,0,1,1,0,241,
"S01018000",253,36,27,7,4,0,3,332,
"S01018001",150,55,9,79,13,1,2,310,
"S01018002",94,104,4,9,7,0,0,215,
"S01018003",121,53,4,29,2,0,0,205,
"S01018004",163,47,4,6,1,0,0,221,
"S01018005",135,43,112,165,16,0,0,467,
"S01018006",93,79,72,44,4,1,0,291,
"S01018007",158,34,6,3,0,0,0,200,
"S01018008",232,49,5,50,4,0,11,348,
"S01018009",209,84,33,167,6,0,0,498,
"S01018010",111,85,4,16,10,0,0,229,
"S01018011",92,56,17,163,62,1,0,393,
"S01018012",46,149,39,81,1,0,0,318,
"S01018013",30,128,49,104,5,1,0,317,
"S01018014",35,82,91,97,32,0,0,337,
"S01018015",8,12,8,209,43,5,0,285,
"S01018016",10,45,19,310,23,0,0,407,
"S01018017",9,26,39,445,10,5,0,534,
"S01018018",10,20,7,391,15,1,0,444,
"S01018019",70,90,66,52,3,0,0,281,
"S01018020",27,98,58,45,3,0,0,231,
"S01018021",12,53,10,205,2,0,0,281,
"S01018022",62,120,49,19,0,0,0,251,
"S01018023",20,155,67,6,0,0,0,248,
"S01018024",7,103,184,24,0,0,0,319,
"S01018025",29,138,215,14,1,0,0,400,
"S01018026",68,198,161,50,2,1,0,480,
"S01018027",16,127,79,82,0,0,0,305,
"S01018028",12,193,118,40,3,0,0,366,
"S01018029",16,77,172,44,2,0,0,315,
"S01018030",15,199,165,27,0,0,0,407,
"S01018031",8,88,93,27,0,1,0,216,
"S01018032",13,144,172,74,2,0,0,404,
"S01018033",58,156,32,82,0,2,0,329,
"S01018034",3,138,51,85,0,0,1,275,
"S01018035",14,171,148,90,4,3,0,429,
"S01018036",11,109,65,120,5,0,0,310,
"S01018037",16,37,24,242,0,0,0,320,
"S01018038",19,111,82,87,2,0,0,299,
"S01018039",69,75,52,79,15,0,0,290,
"S01018040",125,70,3,61,6,0,0,268,
"S01018041",51,96,15,208,58,0,0,429,
"S01018042",63,103,35,56,42,1,0,300,
"S01018043",56,62,21,72,82,0,0,292,
"S01018044",33,56,29,95,77,0,0,288,
"S01018045",63,117,22,25,51,1,0,279,
"S01018046",16,18,4,296,35,2,0,372,
"S01018047",18,35,5,267,58,2,0,383,
"S01018048",3,8,8,377,20,6,0,420,
"S01018049",0,3,1,314,17,4,0,339,
"S01018050",9,35,18,208,37,0,0,307,
"S01018051",6,7,15,241,7,1,0,277,
"S01018052",6,10,6,416,20,0,0,458,
"S01018053",15,85,24,231,9,0,0,364,
"S01018054",22,146,40,299,7,0,0,507,
"S01018055",57,146,66,70,2,0,0,342,
"S01018056",6,81,51,67,2,0,0,204,
"S01018057",7,127,27,106,2,1,0,266,
"S01018058",7,21,133,3,1,0,0,165,
"S01018059",177,40,33,23,0,0,0,273,
"S01018060",26,33,34,402,2,0,0,496,
"S01018061",19,17,10,420,20,3,0,486,
"S01018062",10,11,7,205,1,1,0,232,
"S01018063",9,23,59,348,2,0,0,443,
"S01018064",4,45,39,391,1,1,0,481,
"S01018065",4,3,1,245,2,0,0,254,
"S01018066",8,9,2,475,0,4,0,499,
"S01018067",3,5,4,265,9,24,0,312,
"S01018068",25,29,22,433,11,2,0,514,
"S01018069",15,16,17,249,6,1,0,305,
"S01018070",19,26,10,250,1,1,0,308,
"S01018071",8,43,34,97,2,1,0,183,
"S01018072",31,107,82,167,4,0,0,390,
"S01018073",26,151,96,93,0,0,0,367,
"S01018074",4,164,29,37,0,0,0,233,
"S01018075",23,91,85,10,1,0,0,207,
"S01018076",17,91,85,151,5,0,0,346,
"S01018077",14,153,32,51,0,0,0,252,
"S01018078",19,258,91,44,2,0,0,414,
"S01018079",14,140,54,235,5,1,0,455,
"S01018080",13,71,57,163,8,0,0,311,
"S01018081",14,58,57,233,1,0,0,372,
"S01018082",63,47,113,22,1,0,0,246,
"S01018083",35,200,98,74,6,0,0,412,
"S01018084",44,51,90,6,1,2,0,197,
"S01018085",10,63,35,186,14,1,0,307,
"S01018086",40,65,35,97,34,0,0,272,
