SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household size - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household size - 5 groups, collapsed","One person","Two people","Three people","Four people","Five or more people","Total",
"Data Zone (2022)",
"S01018986",101,151,104,55,26,444,
"S01018987",72,66,37,31,13,216,
"S01018988",158,75,52,22,11,318,
"S01018989",161,100,41,22,6,330,
"S01018990",119,150,46,30,11,354,
"S01018991",33,42,34,43,9,164,
"S01018992",117,79,43,23,8,269,
"S01018993",97,97,70,53,18,333,
"S01018994",86,124,50,28,3,292,
"S01018995",34,55,47,83,11,230,
"S01018996",50,106,60,48,15,275,
"S01018997",51,78,29,28,8,194,
"S01018998",118,113,53,37,20,341,
"S01018999",137,118,45,44,19,363,
"S01019000",72,105,44,54,22,291,
"S01019001",122,158,80,67,15,444,
"S01019002",34,88,46,33,14,217,
"S01019003",38,92,40,35,9,218,
"S01019004",38,65,40,76,45,264,
"S01019005",15,37,33,46,6,137,
"S01019006",155,117,60,43,23,400,
"S01019007",97,93,34,41,13,278,
"S01019008",184,164,43,23,5,415,
"S01019009",113,112,63,36,19,346,
"S01019010",71,139,47,30,7,298,
"S01019011",100,123,37,46,16,322,
"S01019012",117,96,52,41,17,327,
"S01019013",65,116,44,42,13,280,
"S01019014",107,89,49,31,20,299,
"S01019015",124,78,42,28,29,301,
"S01019016",197,153,74,43,23,486,
"S01019017",102,80,57,33,20,292,
"S01019018",128,107,47,35,33,349,
"S01019019",114,97,55,30,17,313,
"S01019020",123,107,52,38,17,337,
"S01019021",159,118,51,31,12,367,
"S01019022",209,181,55,27,11,484,
"S01019023",247,148,61,30,11,497,
"S01019024",69,60,29,33,22,217,
"S01019025",137,107,61,51,31,386,
"S01019026",96,91,48,37,28,296,
"S01019027",109,67,31,27,30,264,
"S01019028",198,118,55,35,18,424,
"S01019029",142,107,39,28,8,324,
"S01019030",195,140,59,41,12,448,
"S01019031",169,154,48,30,14,415,
"S01019032",150,122,59,30,9,366,
"S01019033",193,138,63,34,16,438,
"S01019034",195,120,61,42,25,442,
"S01019035",156,94,47,38,12,350,
"S01019036",61,71,41,31,15,225,
"S01019037",101,129,37,49,22,333,
"S01019038",181,134,56,32,19,422,
"S01019039",76,93,43,37,22,271,
"S01019040",125,85,51,25,10,296,
"S01019041",127,113,52,45,12,345,
"S01019042",63,111,45,34,12,265,
"S01019043",49,96,41,40,11,234,
"S01019044",38,101,35,41,6,223,
"S01019045",176,134,48,26,9,397,
"S01019046",179,116,51,34,16,396,
"S01019047",146,117,40,25,5,326,
"S01019048",157,124,41,28,11,358,
"S01019049",42,93,48,41,17,235,
"S01019050",63,168,76,48,27,382,
"S01019051",25,67,55,45,6,194,
"S01019052",95,107,64,62,17,345,
"S01019053",40,79,62,48,12,244,
"S01019054",22,72,89,91,49,323,
"S01019055",77,86,55,33,9,260,
"S01019056",84,85,36,47,14,266,
"S01019057",96,123,45,37,14,317,
"S01019058",50,156,50,58,21,334,
"S01019059",44,79,42,26,12,203,
"S01019060",60,114,43,20,10,249,
"S01019061",46,100,30,27,4,200,
"S01019062",148,118,60,46,10,381,
"S01019063",113,127,56,34,17,350,
"S01019064",70,104,41,49,19,280,
"S01019065",70,106,46,36,16,274,
"S01019066",132,109,45,26,16,324,
"S01019067",353,153,44,35,13,598,
"S01019068",170,111,33,20,8,342,
"S01019069",14,31,37,57,22,161,
"S01019070",4,24,26,40,32,126,
"S01019071",185,138,61,45,37,466,
"S01019072",21,78,49,50,30,225,
"S01019073",58,98,60,56,17,293,
"S01019074",10,70,50,72,18,220,
"S01019075",77,132,56,50,15,327,
"S01019076",170,130,55,30,20,401,
"S01019077",173,103,36,27,12,348,
"S01019078",191,114,53,33,17,407,
"S01019079",86,167,61,56,14,388,
"S01019080",81,78,46,27,11,240,
"S01019081",81,167,53,47,17,358,
"S01019082",87,85,39,34,6,250,
"S01019083",80,68,38,23,20,230,
"S01019084",141,80,51,38,8,319,
"S01019085",77,90,43,36,22,266,
"S01019086",203,110,27,22,10,369,
"S01019087",130,110,21,15,5,283,
"S01019088",49,72,31,23,11,185,
"S01019089",111,89,26,25,12,263,
"S01019090",125,152,54,38,14,382,
"S01019091",147,99,39,43,18,345,
"S01019092",109,153,49,38,11,360,
"S01019093",158,199,54,54,30,493,
"S01019094",128,186,59,46,20,436,
"S01019095",75,128,35,34,13,285,
"S01019096",101,92,48,27,11,278,
"S01019097",104,132,48,38,28,351,
"S01019098",56,66,31,32,17,205,
"S01019099",82,130,47,46,24,330,
"S01019100",77,148,46,59,12,339,
"S01019101",111,120,50,43,25,349,
"S01019102",129,113,28,30,7,308,
"S01019103",102,108,28,27,13,282,
"S01019104",193,147,49,22,6,420,
"S01019105",94,101,42,25,16,280,
"S01019106",195,70,30,17,8,321,
"S01019107",286,81,20,16,3,406,
"S01019108",116,108,29,34,10,297,
"S01019109",144,116,64,38,22,383,
"S01019110",116,97,30,13,5,265,
"S01019111",146,102,42,26,7,323,
"S01019112",145,102,18,11,12,284,
"S01019113",167,179,36,49,30,460,
"S01019114",74,93,18,25,8,218,
"S01019115",123,110,26,14,16,289,
"S01019116",170,189,46,19,17,445,
"S01019117",144,158,41,27,15,384,
"S01019118",56,159,55,50,11,330,
"S01019119",97,153,79,84,28,441,
"S01019120",70,167,60,46,19,362,
"S01019121",83,153,36,52,23,347,
"S01019122",62,149,37,47,17,312,
"S01019123",128,219,64,70,15,501,
"S01019124",126,153,41,49,6,371,
"S01019125",94,126,39,27,12,293,
"S01019126",57,82,27,40,10,216,
"S01019127",149,157,55,47,13,420,
"S01019128",237,149,55,44,15,503,
"S01019129",72,153,55,37,14,330,
"S01019130",58,108,41,32,18,257,
"S01019131",95,152,57,59,14,380,
"S01019132",209,173,52,63,22,522,
"S01019133",45,122,36,45,19,271,
"S01019134",31,95,34,22,7,189,
"S01019135",87,129,48,39,11,312,
"S01019136",123,150,78,60,21,433,
"S01019137",38,103,43,43,22,248,
"S01019138",133,144,61,30,25,392,
"S01019139",216,154,67,47,10,496,
"S01019140",127,137,52,41,18,376,
"S01019141",136,178,44,32,5,392,
"S01019142",154,178,73,66,18,489,
"S01019143",149,219,43,43,19,473,
"S01019144",59,142,78,76,23,378,
"S01019145",77,101,36,25,18,257,
"S01019146",163,255,63,40,11,537,
"S01019147",175,177,46,34,4,441,
"S01019148",58,109,31,23,10,235,
"S01019149",95,76,24,23,12,230,
"S01019150",138,217,46,31,12,440,
"S01019151",113,111,31,38,12,301,
"S01019152",106,167,52,48,9,380,
"S01019153",104,113,31,23,10,280,
"S01019154",109,131,51,40,14,350,
"S01019155",184,123,69,58,25,455,
"S01019156",215,131,40,36,17,437,
"S01019157",212,137,39,23,16,423,
"S01019158",153,123,54,31,22,381,
"S01019159",110,205,75,46,27,467,
"S01019160",85,182,39,53,27,383,
"S01019161",93,165,45,37,10,350,
"S01019162",75,123,41,31,12,283,
"S01019163",116,116,46,30,19,327,
"S01019164",51,100,28,22,9,216,
"S01019165",170,193,55,36,22,479,
"S01019166",46,89,42,36,19,232,
"S01019167",44,92,34,33,16,219,
"S01019168",46,112,41,33,10,241,
"S01019169",65,106,42,32,12,257,
"S01019170",162,125,49,68,14,422,
"S01019171",186,171,56,38,11,462,
"S01019172",97,141,81,63,13,397,
"S01019173",36,90,26,23,4,176,
"S01019174",37,92,42,22,7,196,
"S01019175",70,105,54,49,14,293,
"S01019176",94,144,57,41,16,348,
"S01019177",52,70,53,32,19,226,
"S01019178",135,108,70,52,11,376,
"S01019179",176,140,41,47,9,414,
"S01019180",87,102,46,40,9,284,
"S01019181",206,96,39,32,8,382,
"S01019182",228,146,54,35,12,471,
"S01019183",262,194,64,25,22,573,
"S01019184",132,94,46,26,7,305,
"S01019185",82,116,29,24,10,261,
"S01019186",162,155,46,49,10,422,
"S01019187",128,184,68,63,20,463,
"S01019188",83,120,47,43,12,305,
"S01019189",27,75,54,44,17,211,
"S01019190",121,151,41,34,5,355,
"S01019191",68,131,40,49,13,301,
"S01019192",158,193,72,51,23,500,
"S01019193",143,191,62,54,16,462,
"S01019194",117,156,51,43,18,382,
"S01019195",93,131,35,38,17,315,
"S01019196",56,124,46,39,16,280,
"S01019197",74,90,20,14,2,200,
"S01019198",123,134,42,34,5,335,
"S01019199",74,142,61,36,13,326,
"S01019200",114,125,93,74,16,424,
"S01019201",157,92,51,14,7,323,
"S01019202",120,93,36,21,11,281,
"S01019203",167,119,67,30,19,399,
"S01019204",96,100,46,38,9,291,
"S01019205",117,101,58,18,20,314,
"S01019206",131,107,51,55,34,379,
"S01019207",106,92,79,33,35,340,
"S01019208",71,65,38,29,10,213,
"S01019209",94,88,38,19,12,251,
"S01019210",133,82,77,64,17,373,
"S01019211",164,131,45,35,15,390,
"S01019212",127,91,40,20,12,289,
"S01019213",146,105,48,23,13,329,
"S01019214",163,126,57,46,18,410,
"S01019215",83,47,31,23,10,194,
"S01019216",42,97,57,67,23,284,
"S01019217",120,101,50,31,9,309,
"S01019218",106,102,36,26,11,281,
"S01019219",131,111,40,24,6,309,
"S01019220",129,103,42,21,8,301,
"S01019221",114,91,36,34,20,294,
"S01019222",77,95,68,52,30,322,
"S01019223",72,89,58,31,23,273,
"S01019224",144,89,44,15,10,299,
"S01019225",174,162,40,26,6,407,
"S01019226",180,96,29,27,10,343,
"S01019227",192,88,15,24,13,328,
"S01019228",236,121,27,20,9,413,
"S01019229",358,133,28,16,5,543,
"S01019230",220,108,21,18,3,373,
"S01019231",279,105,22,12,7,425,
"S01019232",213,84,20,20,7,343,
"S01019233",296,135,17,10,5,464,
"S01019234",412,123,26,16,4,585,
"S01019235",296,82,22,12,5,417,
"S01019236",281,70,24,13,6,394,
"S01019237",43,101,25,16,12,200,
"S01019238",66,174,45,36,9,328,
"S01019239",168,120,35,34,15,368,
"S01019240",63,81,31,26,12,215,
"S01019241",273,194,50,40,13,574,
"S01019242",136,186,36,54,10,422,
"S01019243",159,148,38,31,6,382,
"S01019244",160,132,52,37,13,397,
"S01019245",80,149,44,54,14,341,
"S01019246",97,173,44,35,13,362,
"S01019247",71,71,37,25,14,215,
"S01019248",181,150,46,46,22,447,
"S01019249",94,177,75,63,18,425,
"S01019250",65,94,38,29,11,241,
"S01019251",95,134,51,45,13,338,
"S01019252",65,95,26,26,7,219,
"S01019253",117,188,58,32,11,406,
"S01019254",53,108,33,14,11,219,
"S01019255",23,81,48,104,26,278,
"S01019256",106,115,45,43,11,323,
"S01019257",42,97,34,38,13,231,
"S01019258",86,79,49,39,18,265,
"S01019259",184,176,62,53,14,489,
"S01019260",134,158,51,31,7,381,
"S01019261",93,118,41,42,15,313,
"S01019262",117,215,70,56,25,485,
"S01019263",179,174,62,54,11,478,
"S01019264",82,115,38,17,2,254,
"S01019265",261,147,66,38,26,538,
"S01019266",108,170,60,47,19,406,
"S01019267",109,197,52,36,14,408,
"S01019268",82,134,40,38,11,305,
"S01019269",120,201,55,46,20,442,
"S01019270",46,99,28,22,8,201,
"S01019271",125,139,49,38,9,352,
"S01019272",176,204,64,45,13,502,
"S01019273",172,155,55,29,10,425,
"S01019274",81,107,16,18,6,224,
"S01019275",169,195,54,44,17,479,
"S01019276",128,220,56,60,25,489,
"S01019277",114,123,34,23,6,302,
"S01019278",75,130,26,24,6,260,
"S01019279",113,180,50,58,25,419,
"S01019280",81,119,56,28,15,299,
"S01019281",101,227,54,49,19,449,
"S01019282",140,83,50,32,22,326,
"S01019283",104,112,27,34,7,288,
"S01019284",148,126,61,45,13,390,
"S01019285",140,180,69,50,13,452,
"S01019286",127,149,46,34,10,370,
"S01019287",148,178,61,42,23,452,
"S01019288",248,209,53,26,11,549,
"S01019289",232,115,33,21,12,416,
"S01019290",45,84,28,36,12,203,
"S01019291",56,111,48,42,11,262,
"S01019292",82,89,28,15,9,228,
"S01019293",151,162,60,34,8,412,
"S01019294",50,105,31,38,11,238,
"S01019295",106,113,37,34,4,296,
"S01019296",58,83,18,22,10,199,
"S01019297",101,98,48,40,10,296,
"S01019298",131,177,63,35,15,418,
"S01019299",84,135,61,49,11,342,
"S01019300",77,107,64,43,13,301,
"S01019301",103,134,40,37,20,338,
"S01019302",89,76,40,29,12,246,
"S01019303",52,118,30,35,12,244,
"S01019304",140,153,41,39,5,381,
"S01019305",125,171,64,40,15,418,
"S01019306",85,124,41,29,8,287,
"S01019307",231,245,59,28,17,584,
"S01019308",200,202,63,47,11,523,
"S01019309",126,161,28,25,8,348,
"S01019310",87,142,29,22,16,296,
"S01019311",238,184,56,51,14,543,
"S01019312",141,162,63,48,23,431,
"S01019313",102,137,36,27,11,310,
"S01019314",67,123,22,21,8,241,
"S01019315",100,108,41,18,8,271,
"S01019316",191,163,57,52,16,479,
"S01019317",174,101,36,31,6,345,
"S01019318",47,100,24,40,7,218,
"S01019319",89,113,42,36,14,288,
"S01019320",53,81,24,25,8,191,
"S01019321",84,144,72,54,10,361,
"S01019322",83,129,67,46,12,337,
"S01019323",43,100,98,98,28,367,
"S01019324",66,99,61,60,26,312,
"S01019325",77,136,67,47,13,340,
"S01019326",37,114,68,76,18,315,
"S01019327",30,143,64,46,16,299,
"S01019328",54,91,83,55,14,294,
"S01019329",10,87,65,76,16,254,
"S01019330",18,60,73,103,38,292,
"S01019331",74,185,54,50,15,380,
"S01019332",124,106,77,46,23,376,
"S01019333",81,95,64,31,9,281,
"S01019334",27,91,54,48,31,249,
"S01019335",34,97,56,43,8,238,
"S01019336",54,120,49,39,7,273,
"S01019337",60,98,37,29,18,241,
"S01019338",112,153,58,39,10,372,
"S01019339",154,136,51,27,14,382,
"S01019340",191,173,46,30,7,446,
"S01019341",146,140,51,33,15,385,
"S01019342",80,74,37,32,15,234,
"S01019343",103,69,56,33,21,280,
"S01019344",115,94,73,48,24,357,
"S01019345",146,158,73,57,19,453,
"S01019346",59,87,44,50,13,253,
"S01019347",126,120,70,48,23,384,
"S01019348",55,71,40,51,12,228,
"S01019349",96,88,49,32,15,280,
"S01019350",116,112,75,39,27,373,
"S01019351",206,143,60,41,11,461,
"S01019352",408,144,57,29,16,653,
"S01019353",216,121,32,26,5,400,
"S01019354",253,105,39,31,8,436,
"S01019355",256,94,42,21,10,423,
"S01019356",173,98,35,27,4,337,
"S01019357",142,142,69,54,7,414,
"S01019358",135,89,41,15,7,287,
"S01019359",225,138,53,31,9,449,
"S01019360",149,121,64,50,10,388,
"S01019361",138,86,42,25,13,311,
"S01019362",192,143,62,44,12,453,
"S01019363",130,131,47,31,6,349,
"S01019364",76,151,40,51,6,324,
"S01019365",97,140,36,35,4,318,
"S01019366",174,115,55,34,14,396,
"S01019367",186,134,50,36,14,423,
"S01019368",143,157,56,55,8,419,
"S01019369",59,101,77,47,23,304,
"S01019370",81,106,52,30,10,281,
"S01019371",66,81,48,23,17,233,
"S01019372",91,89,56,32,15,283,
"S01019373",91,55,64,37,23,268,
"S01019374",121,117,89,52,21,404,
"S01019375",100,79,43,26,4,252,
"S01019376",116,38,28,24,19,224,
"S01019377",130,56,16,16,5,227,
"S01019378",237,67,44,29,10,387,
"S01019379",259,83,42,23,15,424,
"S01019380",185,70,25,26,12,321,
"S01019381",271,70,26,22,6,393,
"S01019382",183,77,30,16,9,316,
"S01019383",159,164,62,49,11,448,
"S01019384",158,103,38,34,6,337,
"S01019385",65,104,52,36,8,263,
"S01019386",241,134,53,25,5,458,
"S01019387",162,130,57,24,17,394,
"S01019388",126,108,65,54,12,365,
"S01019389",186,114,53,40,13,408,
"S01019390",113,97,63,38,23,336,
"S01019391",200,92,44,41,16,400,
"S01019392",147,94,44,22,2,309,
"S01019393",200,96,45,24,9,374,
"S01019394",71,103,42,23,5,244,
"S01019395",81,96,69,39,10,295,
"S01019396",195,114,57,39,14,422,
"S01019397",148,178,68,19,11,425,
"S01019398",94,89,39,49,12,286,
"S01019399",124,131,52,43,14,360,
"S01019400",90,155,46,48,15,355,
"S01019401",85,96,30,32,0,243,
"S01019402",70,91,29,24,8,219,
"S01019403",110,75,18,14,8,225,
"S01019404",87,117,57,41,27,326,
"S01019405",103,122,90,55,26,396,
"S01019406",139,136,74,35,14,398,
"S01019407",84,88,66,56,10,302,
"S01019408",84,90,47,32,10,263,
"S01019409",119,125,63,29,10,346,
"S01019410",132,89,57,31,8,314,
"S01019411",84,74,45,37,23,265,
"S01019412",73,127,51,45,10,305,
"S01019413",145,79,66,29,5,324,
"S01019414",177,141,55,51,13,431,
"S01019415",81,108,82,60,14,347,
"S01019416",178,190,51,63,21,500,
"S01019417",226,168,60,58,9,521,
"S01019418",126,127,37,36,12,338,
"S01019419",408,129,24,3,1,565,
"S01019420",370,142,48,33,13,609,
"S01019421",325,126,46,14,8,524,
"S01019422",206,93,55,29,11,394,
"S01019423",210,145,38,18,7,418,
"S01019424",237,134,63,58,12,503,
"S01019425",122,147,43,42,14,368,
"S01019426",97,94,34,27,7,259,
"S01019427",120,95,48,43,4,310,
"S01019428",74,101,43,68,16,298,
"S01019429",52,77,52,86,18,285,
"S01019430",43,90,45,41,11,227,
"S01019431",68,114,53,46,10,296,
"S01019432",125,125,88,74,33,445,
"S01019433",162,118,85,51,37,453,
"S01019434",89,125,49,38,18,319,
"S01019435",101,76,30,30,15,255,
"S01019436",122,90,25,12,2,249,
"S01019437",355,101,52,15,9,528,
"S01019438",191,115,43,31,9,396,
"S01019439",194,107,21,10,6,342,
"S01019440",265,113,23,11,1,415,
"S01019441",153,101,38,17,8,317,
"S01019442",288,104,35,9,9,437,
"S01019443",446,181,41,16,8,691,
"S01019444",398,154,38,39,14,643,
"S01019445",260,146,36,25,12,479,
"S01019446",169,94,33,24,13,335,
"S01019447",352,195,40,23,14,622,
"S01019448",426,128,50,17,2,625,
"S01019449",319,98,33,28,9,484,
"S01019450",320,124,39,34,13,528,
"S01019451",208,137,52,41,20,458,
"S01019452",183,158,63,39,13,453,
"S01019453",55,108,37,31,11,240,
"S01019454",103,157,64,64,9,398,
"S01019455",103,173,58,45,11,396,
"S01019456",106,148,68,40,13,379,
"S01019457",137,156,59,72,16,440,
"S01019458",70,152,75,77,16,390,
"S01019459",286,141,57,31,8,521,
"S01019460",205,117,44,36,5,407,
"S01019461",142,95,47,21,13,319,
"S01019462",115,108,68,31,23,349,
"S01019463",163,90,71,30,37,393,
"S01019464",100,69,58,27,6,260,
"S01019465",175,83,39,22,13,339,
"S01019466",228,140,57,45,10,482,
"S01019467",299,107,29,16,4,456,
"S01019468",324,154,36,20,14,548,
"S01019469",124,104,59,34,12,329,
"S01019470",150,79,38,28,9,303,
"S01019471",233,119,89,46,25,511,
"S01019472",164,135,62,49,19,429,
"S01019473",188,116,49,39,24,412,
"S01019474",91,138,88,69,18,404,
"S01019475",177,119,59,39,26,418,
"S01019476",114,83,53,24,6,283,
"S01019477",201,108,43,22,10,386,
"S01019478",68,101,44,15,6,232,
"S01019479",81,127,47,25,9,286,
"S01019480",91,55,25,22,10,203,
"S01019481",172,116,83,67,24,459,
"S01019482",80,101,44,36,9,268,
"S01019483",177,145,44,29,15,410,
"S01019484",288,194,61,47,13,605,
"S01019485",211,143,84,34,22,490,
"S01019486",127,89,44,30,7,300,
"S01019487",86,115,41,33,6,282,
"S01019488",61,104,78,61,22,328,
"S01019489",159,115,39,26,9,349,
"S01019490",128,129,51,35,6,349,
"S01019491",52,91,42,39,15,239,
"S01019492",62,108,44,21,6,241,
"S01019493",136,89,20,22,12,280,
"S01019494",97,106,44,32,11,294,
"S01019495",166,103,43,25,18,358,
"S01019496",229,111,29,15,5,389,
"S01019497",287,219,63,24,9,602,
"S01019498",334,127,51,25,16,550,
"S01019499",140,114,44,31,10,339,
"S01019500",185,105,30,23,6,350,
"S01019501",70,81,56,55,29,291,
"S01019502",66,105,49,54,16,291,
"S01019503",29,61,59,69,12,230,
"S01019504",78,101,46,37,13,270,
"S01019505",99,84,51,34,22,290,
"S01019506",85,108,46,16,9,258,
"S01019507",71,80,31,49,12,235,
"S01019508",48,66,43,31,13,204,
"S01019509",78,122,46,34,19,299,
"S01019510",57,95,42,25,16,234,
"S01019511",32,79,45,47,10,213,
"S01019512",29,66,34,43,8,180,
"S01019513",98,147,83,71,21,414,
"S01019514",51,69,30,40,14,200,
"S01019515",110,105,41,42,13,311,
"S01019516",182,125,44,42,17,401,
"S01019517",106,88,53,27,21,295,
"S01019518",96,82,43,31,15,265,
"S01019519",102,96,55,46,12,311,
"S01019520",67,85,41,33,12,238,
"S01019521",94,134,40,38,11,317,
"S01019522",53,111,51,39,13,266,
"S01019523",87,127,35,32,7,291,
"S01019524",87,113,59,47,16,325,
"S01019525",138,103,77,61,16,397,
"S01019526",147,154,72,42,33,451,
"S01019527",116,77,56,48,25,318,
"S01019528",181,106,61,26,15,394,
"S01019529",141,123,69,56,15,407,
"S01019530",78,134,55,35,6,308,
"S01019531",89,167,40,38,6,336,
"S01019532",65,133,34,52,13,297,
"S01019533",81,128,60,47,11,326,
"S01019534",48,137,38,50,14,289,
"S01019535",114,120,52,46,15,341,
"S01019536",95,65,45,26,7,245,
"S01019537",165,124,68,35,17,406,
"S01019538",226,84,31,9,10,367,
"S01019539",137,67,52,26,13,299,
"S01019540",207,131,42,36,13,427,
"S01019541",170,108,40,28,7,354,
"S01019542",121,106,68,52,23,370,
"S01019543",198,112,73,42,28,456,
"S01019544",86,99,52,37,16,293,
"S01019545",81,76,57,29,20,263,
"S01019546",60,84,45,40,24,254,
"S01019547",124,130,32,20,16,322,
"S01019548",136,134,63,52,19,404,
"S01019549",46,115,49,56,16,282,
"S01019550",71,110,51,58,16,314,
"S01019551",59,135,48,69,21,333,
"S01019552",75,138,78,63,30,384,
"S01019553",42,102,31,34,9,217,
"S01019554",102,93,59,63,18,335,
"S01019555",68,115,52,57,20,312,
"S01019556",174,102,52,38,6,375,
"S01019557",111,93,40,18,5,267,
"S01019558",154,117,55,46,20,385,
"S01019559",54,98,31,36,10,226,
"S01019560",62,126,60,76,20,336,
"S01019561",53,77,40,57,23,249,
"S01019562",58,149,47,57,24,339,
"S01019563",134,156,61,43,10,404,
"S01019564",56,140,68,73,14,350,
"S01019565",73,144,60,29,12,320,
"S01019566",81,149,47,44,18,338,
"S01019567",111,167,47,45,17,387,
"S01019568",71,143,45,46,18,323,
"S01019569",85,88,41,26,9,252,
"S01019570",177,116,49,47,18,407,
"S01019571",109,101,36,17,5,266,
"S01019572",295,140,31,34,11,512,
"S01019573",167,127,55,38,21,411,
"S01019574",294,158,38,35,8,533,
"S01019575",58,117,31,30,8,244,
"S01019576",130,178,56,51,12,427,
"S01019577",82,137,66,59,12,362,
"S01019578",56,131,44,37,16,284,
"S01019579",113,136,70,57,22,398,
"S01019580",38,65,45,54,14,216,
"S01019581",109,83,25,32,7,253,
"S01019582",72,115,46,37,12,282,
"S01019583",164,97,41,27,6,331,
"S01019584",119,111,37,29,11,306,
"S01019585",124,130,53,36,6,352,
"S01019586",61,131,66,52,27,339,
"S01019587",103,170,44,49,22,395,
"S01019588",185,121,38,24,14,382,
"S01019589",100,159,49,45,21,374,
"S01019590",64,100,33,29,8,238,
"S01019591",165,180,64,42,16,471,
"S01019592",133,116,55,42,17,363,
"S01019593",54,103,34,26,13,226,
"S01019594",61,80,36,31,10,214,
"S01019595",87,135,37,42,14,315,
"S01019596",193,162,44,40,19,458,
"S01019597",277,142,28,12,16,480,
"S01019598",156,134,52,51,14,407,
"S01019599",183,118,33,20,2,356,
"S01019600",88,86,42,43,10,269,
"S01019601",260,108,41,22,7,440,
"S01019602",203,123,51,19,15,408,
"S01019603",133,146,63,50,21,417,
"S01019604",190,98,42,22,10,364,
"S01019605",179,163,45,40,4,427,
"S01019606",124,142,46,57,20,389,
"S01019607",236,142,32,25,10,445,
"S01019608",104,116,35,21,11,287,
"S01019609",155,133,49,41,7,383,
"S01019610",271,107,54,34,3,469,
"S01019611",152,107,45,41,15,359,
"S01019612",47,67,54,33,21,225,
"S01019613",54,92,47,48,15,250,
"S01019614",86,130,32,28,12,288,
"S01019615",98,98,58,45,8,311,
"S01019616",66,111,47,51,15,290,
"S01019617",160,196,45,37,10,452,
"S01019618",145,90,36,28,4,303,
"S01019619",84,106,36,47,15,285,
"S01019620",88,81,27,28,10,230,
"S01019621",134,141,34,35,8,352,
"S01019622",81,133,57,87,25,380,
"S01019623",48,138,34,42,22,284,
"S01019624",138,159,43,47,22,409,
"S01019625",64,130,38,42,10,284,
"S01019626",118,96,51,19,13,297,
"S01019627",125,185,55,35,16,420,
"S01019628",71,98,37,31,12,250,
"S01019629",97,152,51,56,22,378,
"S01019630",52,95,24,31,16,221,
"S01019631",58,92,31,27,15,223,
"S01019632",185,177,44,38,21,466,
"S01019633",160,123,49,21,11,367,
"S01019634",163,96,44,26,4,327,
"S01019635",79,144,68,65,15,371,
"S01019636",91,126,35,33,13,298,
"S01019637",83,99,33,17,10,242,
"S01019638",78,129,31,17,9,261,
"S01019639",94,109,34,16,6,258,
"S01019640",76,123,21,20,9,251,
"S01019641",62,92,36,24,14,228,
"S01019642",104,144,52,25,14,339,
"S01019643",116,129,80,41,14,381,
"S01019644",207,136,18,15,13,393,
"S01019645",105,127,36,28,10,299,
"S01019646",76,85,47,55,23,285,
"S01019647",72,123,61,54,18,324,
"S01019648",108,140,39,40,9,339,
"S01019649",80,101,42,30,17,273,
"S01019650",120,147,60,59,27,411,
"S01019651",67,114,29,24,10,244,
"S01019652",72,120,31,25,9,255,
"S01019653",104,216,42,28,18,409,
"S01019654",128,198,50,26,9,408,
"S01019655",130,189,33,29,6,387,
"S01019656",149,96,37,14,6,302,
"S01019657",150,142,40,31,23,381,
"S01019658",115,134,26,13,13,299,
"S01019659",122,176,41,35,17,391,
"S01019660",82,133,47,22,13,300,
"S01019661",61,116,31,32,9,246,
"S01019662",103,196,44,33,12,387,
"S01019663",138,171,56,43,10,416,
"S01019664",122,160,62,49,14,408,
"S01019665",102,109,29,36,10,286,
"S01019666",253,137,33,19,3,442,
"S01019667",40,136,34,30,11,251,
"S01019668",151,114,37,17,2,318,
"S01019669",100,135,22,25,7,286,
"S01019670",57,109,45,47,11,269,
"S01019671",195,136,41,21,9,400,
"S01019672",231,126,17,11,8,394,
"S01019673",90,188,43,35,20,374,
"S01019674",147,178,50,41,16,432,
"S01019675",131,232,51,34,17,459,
"S01019676",144,135,44,22,11,356,
"S01019677",123,124,85,49,28,409,
"S01019678",100,149,54,30,24,353,
"S01019679",145,147,46,35,8,373,
"S01019680",99,143,26,33,7,308,
"S01019681",154,141,69,49,17,429,
"S01019682",118,144,62,47,18,389,
"S01019683",137,149,68,44,25,419,
"S01019684",131,142,38,32,8,349,
"S01019685",222,125,26,12,12,400,
"S01019686",151,153,45,39,5,393,
"S01019687",103,196,65,49,17,427,
"S01019688",117,146,42,26,10,340,
"S01019689",65,218,36,47,17,383,
"S01019690",120,188,36,31,12,386,
"S01019691",96,119,49,35,13,315,
"S01019692",113,86,49,44,22,310,
"S01019693",101,87,46,26,9,269,
"S01019694",81,87,52,51,24,292,
"S01019695",177,83,32,19,13,324,
"S01019696",235,80,24,23,2,367,
"S01019697",213,117,36,34,6,411,
"S01019698",134,154,46,44,3,383,
"S01019699",214,127,36,15,3,395,
"S01019700",140,171,44,35,11,401,
"S01019701",85,143,36,27,10,302,
"S01019702",129,150,43,36,24,379,
"S01019703",252,144,46,39,7,488,
"S01019704",252,166,45,31,5,498,
"S01019705",276,101,33,16,10,439,
"S01019706",186,163,51,39,16,458,
"S01019707",120,160,69,32,18,400,
"S01019708",164,146,65,38,10,423,
"S01019709",110,207,53,53,13,433,
"S01019710",99,147,32,28,19,327,
"S01019711",82,149,25,23,9,284,
"S01019712",68,114,29,28,11,250,
"S01019713",168,154,52,34,15,426,
"S01019714",249,130,41,32,11,452,
"S01019715",141,181,53,44,17,436,
